nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Winter Sports 2011,PS3,Sports,DTP Entertainment,0.04,Canceled,,,,,DTP Entertainment
Suzumiya Haruhi no Tsuisou,PSP,Adventure,Namco Bandai Games,0.04,,,,,,
Centipede: Infestation,3DS,Shooter,Atari,0.03,1-Nov-11,,,tbd,,WayForward
Suzumiya Haruhi no Tsuisou,PS3,Adventure,Namco Bandai Games,0.03,,,,,,
Order Up!!,PS3,Action,Funbox Media,0.03,,,,,,
Dream C Club Zero,X360,Simulation,D3Publisher,0.03,,,,,,
Clannad,PS3,Adventure,Prototype,0.03,,,,,,
WSC Real 11: World Snooker Championship,X360,Sports,Koch Media,0.03,,,,,,
Get Up and Dance,PS3,Misc,O-Games,0.03,15-Nov-11,,,tbd,,Crave
Rock Band Country Track Pack 2,X360,Misc,MTV Games,0.03,1-Feb-11,,,tbd,,Electronic Arts
Summer Challenge: Athletics Tournament,PS3,Sports,PQube,0.03,18-May-12,,,tbd,,PQube
Mayhem 3D,PS3,Racing,Evolved Games,0.03,25-Mar-11,53.0,5.0,tbd,,Zoo Games
Battle vs. Chess,X360,Misc,TopWare Interactive,0.02,TBA,,,,,TopWare Interactive
Let's Dance with Mel B,Wii,Sports,Black Bean Games,0.02,24-Apr-12,,,tbd,,Lightning Fish Games
Winter Sports 2011,X360,Sports,DTP Entertainment,0.02,Canceled,,,,,DTP Entertainment
Let's Dance with Mel B,X360,Sports,Black Bean Games,0.02,24-Apr-12,,,tbd,,Lightning Fish Games
Pro Evolution Soccer 2012,3DS,Sports,Konami Digital Entertainment,0.02,1-Feb-12,73.0,9.0,8.4,11.0,Konami
Let's Dance with Mel B,PS3,Sports,Black Bean Games,0.01,,,,,,
Summer Challenge: Athletics Tournament,Wii,Sports,PQube,0.01,,,,,,
Order Up!!,3DS,Action,Funbox Media,0.01,,,,,,
Metal Gear Solid HD Edition,X360,Action,Konami Digital Entertainment,0.01,,,,,,
Metal Gear Solid: Peace Walker HD Edition,X360,Action,Konami Digital Entertainment,0.01,28-Aug-12,,,7.9,10.0,"Kojima Productions, Genki"
FIFA Soccer 13,PS3,Action,Electronic Arts,7.13,25-Sep-12,88.0,37.0,6.4,278.0,Electronic Arts
Just Dance 4,Wii,Misc,Ubisoft,6.83,9-Oct-12,74.0,10.0,6.8,22.0,Ubisoft
FIFA Soccer 13,X360,Action,Electronic Arts,5.03,25-Sep-12,90.0,48.0,6,355.0,Electronic Arts
Mass Effect 3,X360,Role-Playing,Electronic Arts,2.85,6-Mar-12,93.0,74.0,5.6,3430.0,BioWare
NBA 2K13,X360,Action,Take-Two Interactive,2.82,2-Oct-12,88.0,41.0,7.3,111.0,Visual Concepts
Need for Speed: Most Wanted - A Criterion Game,PS3,Racing,Electronic Arts,2.28,,,,,,
NBA 2K13,PS3,Action,Take-Two Interactive,2.22,2-Oct-12,90.0,26.0,7.9,78.0,Visual Concepts
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,Ubisoft,1.38,22-May-12,79.0,75.0,7.2,299.0,Ubisoft Paris
Pro Evolution Soccer 2013,PS3,Sports,Konami Digital Entertainment,1.36,25-Sep-12,82.0,37.0,6.6,109.0,Konami
LEGO Batman 2: DC Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,1.32,19-Jun-12,79.0,59.0,7.1,96.0,TT Games
Need for Speed: Most Wanted - A Criterion Game,X360,Racing,Electronic Arts,1.31,,,,,,
Mass Effect 3,PS3,Role-Playing,Electronic Arts,1.23,6-Mar-12,93.0,30.0,5.2,1591.0,BioWare
WWE '13,X360,Action,THQ,1.16,30-Oct-12,78.0,46.0,7.9,93.0,THQ
WWE '13,PS3,Action,THQ,1.16,30-Oct-12,76.0,24.0,8.2,64.0,THQ
LEGO Batman 2: DC Super Heroes,Wii,Action,Warner Bros. Interactive Entertainment,1.14,19-Jun-12,,,6.6,9.0,TT Games
Resident Evil: Operation Raccoon City,PS3,Shooter,Capcom,1.09,20-Mar-12,52.0,36.0,5.1,170.0,Slant Six
Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,Sega,1.08,,,,,,
Just Dance 4,X360,Misc,Ubisoft,1.06,9-Oct-12,77.0,23.0,7.5,31.0,Ubisoft
FIFA Street,PS3,Sports,Electronic Arts,1.05,13-Mar-12,76.0,36.0,6.2,47.0,EA Sports
LEGO The Lord of the Rings,X360,Action,Warner Bros. Interactive Entertainment,1.02,13-Nov-12,80.0,49.0,8.5,57.0,TT Games
NCAA Football 13,X360,Action,Electronic Arts,1.02,10-Jul-12,76.0,20.0,5.4,63.0,EA Tiburon
LEGO Batman 2: DC Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.94,19-Jun-12,81.0,28.0,7.2,56.0,Traveller's Tales
UFC Undisputed 3,PS3,Fighting,THQ,0.92,14-Feb-12,86.0,30.0,7.4,68.0,Yuke's
UFC Undisputed 3,X360,Fighting,THQ,0.88,14-Feb-12,85.0,60.0,7.4,69.0,Yuke's
F1 2012,PS3,Racing,Codemasters,0.88,18-Sep-12,81.0,23.0,7.6,43.0,Codemasters
MLB 12: The Show,PS3,Sports,Sony Computer Entertainment,0.87,6-Mar-12,87.0,23.0,7.3,67.0,SCEA San Diego Studios
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,0.84,22-May-12,79.0,18.0,6.8,139.0,Ubisoft Paris
NCAA Football 13,PS3,Action,Electronic Arts,0.79,10-Jul-12,79.0,9.0,4.1,34.0,EA Tiburon
LEGO The Lord of the Rings,PS3,Action,Warner Bros. Interactive Entertainment,0.78,13-Nov-12,82.0,16.0,8.4,58.0,TT Games
SSX,PS3,Sports,Electronic Arts,0.78,28-Feb-12,81.0,38.0,6.8,91.0,EA Canada
Resident Evil: Revelations,3DS,Action,Capcom,0.77,7-Feb-12,82.0,78.0,8.6,288.0,Capcom
PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,0.73,20-Nov-12,74.0,69.0,7.5,430.0,SuperBot Entertainment
FIFA Street,X360,Sports,Electronic Arts,0.72,13-Mar-12,77.0,47.0,6.5,50.0,EA Sports
LEGO The Lord of the Rings,Wii,Action,Warner Bros. Interactive Entertainment,0.72,13-Nov-12,,,6.8,14.0,TT Games
Darksiders II,PS3,Action,THQ,0.72,14-Aug-12,84.0,39.0,6.9,358.0,Vigil Games
Darksiders II,X360,Action,THQ,0.71,14-Aug-12,83.0,63.0,8.1,375.0,Vigil Games
Street Fighter X Tekken,PS3,Fighting,Capcom,0.7,6-Mar-12,84.0,51.0,5.1,158.0,Capcom
Tekken Tag Tournament 2,PS3,Fighting,Namco Bandai Games,0.69,11-Sep-12,82.0,50.0,7.8,116.0,Namco Bandai Games
Prototype 2,X360,Action,Activision,0.69,24-Apr-12,74.0,69.0,7.1,144.0,Radical Entertainment
Resident Evil: Operation Raccoon City,X360,Shooter,Capcom,0.68,20-Mar-12,52.0,56.0,4.9,285.0,Slant Six
FIFA Soccer 13,Wii,Action,Electronic Arts,0.62,25-Sep-12,,,1.5,19.0,Electronic Arts
Prototype 2,PS3,Action,Activision,0.61,24-Apr-12,79.0,39.0,6.7,128.0,Radical Entertainment
SSX,X360,Sports,Electronic Arts,0.61,28-Feb-12,82.0,65.0,6.5,153.0,EA Canada
The Walking Dead: A Telltale Games Series,X360,Adventure,Avanquest Software,0.59,11-Dec-12,92.0,12.0,8.5,880.0,Telltale Games
NHL 13,X360,Sports,Electronic Arts,0.59,11-Sep-12,83.0,44.0,6.6,73.0,Electronic Arts
The Amazing Spider-Man (Console Version),PS3,Action,Activision,0.59,,,,,,
Need for Speed: Most Wanted - A Criterion Game,PSV,Racing,Electronic Arts,0.58,,,,,,
The Amazing Spider-Man (Console Version),X360,Action,Activision,0.57,,,,,,
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,0.57,,,,,,
Lollipop Chainsaw,PS3,Action,Warner Bros. Interactive Entertainment,0.55,12-Jun-12,67.0,37.0,6.9,164.0,Grasshopper Manufacture
XCOM: Enemy Unknown,X360,Strategy,Take-Two Interactive,0.53,9-Oct-12,90.0,35.0,8.4,317.0,Firaxis Games
NHL 13,PS3,Sports,Electronic Arts,0.52,11-Sep-12,84.0,22.0,6.6,43.0,Electronic Arts
The Walking Dead: A Telltale Games Series,PS3,Adventure,Avanquest Software,0.52,11-Dec-12,94.0,6.0,8.7,376.0,Telltale Games
London 2012: The Official Video Game of the Olympic Games,X360,Sports,Sega,0.52,,,,,,
LEGO Batman 2: DC Super Heroes,3DS,Action,Warner Bros. Interactive Entertainment,0.52,19-Jun-12,72.0,6.0,5,20.0,TT Games
Angry Birds Trilogy,3DS,Action,Activision,0.49,25-Sep-12,62.0,7.0,4.5,16.0,Rovio Mobile
FIFA Soccer,PSV,Sports,Electronic Arts,0.48,15-Feb-12,79.0,45.0,7.2,69.0,Electronic Arts
Monster Hunter Tri,WiiU,Role-Playing,Nintendo,0.47,,,,,,
F1 2012,X360,Racing,Codemasters,0.46,18-Sep-12,84.0,42.0,7.1,49.0,Codemasters
Dead or Alive 5,PS3,Fighting,Tecmo Koei,0.46,25-Sep-12,74.0,34.0,7.8,87.0,Team Ninja
Mortal Kombat,PSV,Fighting,Warner Bros. Interactive Entertainment,0.43,1-May-12,85.0,51.0,7.6,145.0,NetherRealm Studios
Doom 3 BFG Edition,PS3,Shooter,Bethesda Softworks,0.43,16-Oct-12,67.0,16.0,5.8,80.0,id Software
Lollipop Chainsaw,X360,Action,Warner Bros. Interactive Entertainment,0.41,12-Jun-12,70.0,64.0,7,228.0,Grasshopper Manufacture
Rayman Origins,PSV,Platform,Ubisoft,0.41,15-Feb-12,88.0,54.0,8.5,226.0,UBlart Montpellier
Scribblenauts: Unlimited,3DS,Action,Warner Bros. Interactive Entertainment,0.41,13-Nov-12,73.0,13.0,7.1,16.0,5TH Cell
XCOM: Enemy Unknown,PS3,Strategy,Take-Two Interactive,0.41,9-Oct-12,89.0,20.0,8.4,216.0,Firaxis Games
Doom 3 BFG Edition,X360,Shooter,Bethesda Softworks,0.4,16-Oct-12,67.0,30.0,6.3,114.0,id Software
Street Fighter X Tekken,X360,Fighting,Capcom,0.39,6-Mar-12,83.0,45.0,4.2,162.0,Capcom
Sonic & Sega All-Stars Racing Transformed ,X360,Action,Sega,0.39,,,,,,
Silent Hill: Downpour,PS3,Adventure,Konami Digital Entertainment,0.36,13-Mar-12,64.0,41.0,7.1,196.0,Vatra
Armored Core V,PS3,Simulation,Namco Bandai Games,0.36,20-Mar-12,65.0,26.0,7.1,43.0,From Software
Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.36,20-Mar-12,58.0,43.0,4.9,142.0,Team Ninja
Transformers: Fall of Cybertron,X360,Action,Activision,0.35,21-Aug-12,79.0,52.0,8.4,138.0,High Moon Studios
NBA 2K13,Wii,Action,Take-Two Interactive,0.34,2-Oct-12,,,8.5,8.0,Visual Concepts
Just Dance 4,PS3,Misc,Ubisoft,0.33,9-Oct-12,77.0,5.0,6.7,23.0,Ubisoft
Asura's Wrath,PS3,Action,Capcom,0.32,21-Feb-12,71.0,39.0,7,114.0,CyberConnect2
FIFA Soccer 13,PSV,Action,Electronic Arts,0.32,25-Sep-12,57.0,9.0,4,83.0,Electronic Arts
Sonic & Sega All-Stars Racing Transformed ,PS3,Action,Sega,0.31,,,,,,
Sonic & Sega All-Stars Racing Transformed ,WiiU,Action,Sega,0.3,,,,,,
WipeOut 3 The Game,Wii,Action,Activision,0.3,,,,,,
Zone of the Enders HD Collection,PS3,Simulation,Konami Digital Entertainment,0.29,30-Oct-12,73.0,27.0,7.7,26.0,High Voltage Software
Tekken Tag Tournament 2,X360,Fighting,Namco Bandai Games,0.29,11-Sep-12,83.0,35.0,7.1,54.0,Namco Bandai Games
Transformers: Fall of Cybertron,PS3,Action,Activision,0.28,21-Aug-12,77.0,32.0,8.1,67.0,High Moon Studios
Silent Hill: Downpour,X360,Adventure,Konami Digital Entertainment,0.27,13-Mar-12,68.0,38.0,7.6,190.0,Konami
PlayStation All-Stars Battle Royale,PSV,Action,Sony Computer Entertainment,0.27,20-Nov-12,75.0,15.0,7.8,151.0,Bluepoint Games
FIFA Soccer 13,PSP,Action,Electronic Arts,0.26,25-Sep-12,,,2.8,18.0,Electronic Arts
Pro Evolution Soccer 2013,X360,Sports,Konami Digital Entertainment,0.26,25-Sep-12,82.0,33.0,6.8,66.0,Konami
Mass Effect Trilogy,X360,Action,Electronic Arts,0.25,6-Nov-12,,,6.8,18.0,BioWare
Metal Gear Solid HD Edition,PSV,Action,Konami Digital Entertainment,0.24,,,,,,
LEGO Batman 2: DC Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.24,19-Jun-12,62.0,9.0,6.6,31.0,TT Games
Just Dance 4,WiiU,Misc,Ubisoft,0.23,18-Nov-12,66.0,14.0,8.2,28.0,Ubisoft Paris
LEGO The Lord of the Rings,3DS,Action,Warner Bros. Interactive Entertainment,0.23,30-Oct-12,61.0,4.0,6.4,5.0,TT Games
Pro Evolution Soccer 2013,PSP,Sports,Konami Digital Entertainment,0.23,6-Nov-12,,,tbd,,Konami
Mass Effect Trilogy,PS3,Action,Electronic Arts,0.23,4-Dec-12,,,8.3,29.0,BioWare
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,0.23,20-Mar-12,70.0,33.0,4.1,90.0,Konami
Dead or Alive 5,X360,Fighting,Ubisoft Annecy,0.23,25-Sep-12,76.0,39.0,7.7,82.0,Team Ninja
FIFA Soccer 13,3DS,Action,Electronic Arts,0.22,25-Sep-12,68.0,4.0,3.9,12.0,Electronic Arts
Scribblenauts: Unlimited,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,13-Nov-12,73.0,42.0,7.4,90.0,5TH Cell
Ninja Gaiden 3,X360,Action,Tecmo Koei,0.21,20-Mar-12,58.0,39.0,4.4,127.0,Team Ninja
Sonic & Sega All-Stars Racing Transformed ,3DS,Action,Sega,0.2,,,,,,
Pro Yakyuu Spirits 2012,PSP,Action,Konami Digital Entertainment,0.2,,,,,,
Family Guy: Back to the Multiverse,X360,Action,Activision,0.2,20-Nov-12,39.0,28.0,4.8,37.0,Heavy Iron Studios
DiRT Showdown,X360,Action,Codemasters,0.19,12-Jun-12,75.0,53.0,6.2,42.0,Codemasters
Pro Yakyuu Spirits 2012,PS3,Action,Konami Digital Entertainment,0.19,,,,,,
Asura's Wrath,X360,Action,Capcom,0.18,21-Feb-12,71.0,54.0,6.4,101.0,CyberConnect2
Grand Slam Tennis 2,PS3,Sports,Electronic Arts,0.18,14-Feb-12,73.0,36.0,5.4,14.0,EA Sports
LEGO The Lord of the Rings,PSV,Action,Warner Bros. Interactive Entertainment,0.18,30-Oct-12,54.0,8.0,4.9,21.0,TT Games
Armored Core V,X360,Simulation,Namco Bandai Games,0.17,20-Mar-12,68.0,37.0,6.9,33.0,From Software
Risen 2: Dark Waters,PS3,Role-Playing,Deep Silver,0.16,31-Jul-12,47.0,13.0,5.1,30.0,Piranha Bytes
Family Guy: Back to the Multiverse,PS3,Action,Activision,0.16,20-Nov-12,40.0,9.0,6.3,20.0,Heavy Iron Studios
MLB 12: The Show,PSV,Sports,Sony Computer Entertainment,0.16,6-Mar-12,76.0,15.0,8,39.0,SCEA San Diego Studios
Sonic & Sega All-Stars Racing Transformed ,PSV,Action,Sega,0.16,,,,,,
WipeOut 3 The Game,X360,Action,Activision,0.15,,,,,,
Birds of Steel,PS3,Simulation,Konami Digital Entertainment,0.15,13-Mar-12,73.0,27.0,8.2,15.0,Gaijin Entertainment
FIFA Soccer 13,WiiU,Action,Electronic Arts,0.14,13-Nov-12,69.0,28.0,5.7,34.0,Electronic Arts
Grand Slam Tennis 2,X360,Sports,Electronic Arts,0.14,14-Feb-12,71.0,46.0,5.1,13.0,EA Sports
The Amazing Spider-Man (Console Version),3DS,Action,Activision,0.14,,,,,,
Syndicate,X360,Shooter,Electronic Arts,0.14,21-Feb-12,74.0,65.0,7.1,157.0,Starbreeze
Angry Birds Trilogy,X360,Action,Activision,0.14,25-Sep-12,63.0,13.0,2.5,21.0,Rovio Mobile
WWE '13,Wii,Action,THQ,0.13,30-Oct-12,74.0,4.0,6,5.0,THQ
Silent Hill HD Collection,X360,Action,Konami Digital Entertainment,0.13,20-Mar-12,69.0,17.0,5.7,72.0,Konami
Pro Evolution Soccer 2013,3DS,Sports,Konami Digital Entertainment,0.13,20-Nov-12,,,7,7.0,Konami
DiRT Showdown,PS3,Action,Codemasters,0.13,12-Jun-12,75.0,27.0,6.1,28.0,Codemasters
Ridge Racer Unbounded,PS3,Racing,Namco Bandai Games,0.13,27-Mar-12,72.0,20.0,6.4,24.0,Bugbear
Zone of the Enders HD Collection,X360,Simulation,Konami Digital Entertainment,0.13,30-Oct-12,75.0,21.0,8.7,18.0,High Voltage Software
Street Fighter X Tekken,PSV,Fighting,Capcom,0.12,23-Oct-12,79.0,25.0,7.3,52.0,Capcom
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
WipeOut 3 The Game,3DS,Action,Activision,0.12,,,,,,
Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,0.12,18-Nov-12,83.0,28.0,7.7,46.0,Namco Bandai Games
Mass Effect 3,WiiU,Role-Playing,Electronic Arts,0.12,13-Nov-12,85.0,33.0,7.1,124.0,Straight Right
Risen 2: Dark Waters,X360,Role-Playing,Deep Silver,0.12,31-Jul-12,60.0,18.0,5.6,39.0,Piranha Bytes
LEGO Harry Potter: Years 5-7,PSV,Action,Warner Bros. Interactive Entertainment,0.11,6-Mar-12,64.0,19.0,6.1,11.0,Traveller's Tales
Syndicate,PS3,Shooter,EA Games,0.11,21-Feb-12,75.0,29.0,6.5,94.0,Starbreeze
Warriors Orochi 3,PSP,Action,Ubisoft Annecy,0.11,,,,,,
Darksiders II,WiiU,Action,THQ,0.1,18-Nov-12,85.0,36.0,7.9,86.0,Vigil Games
Birds of Steel,X360,Simulation,Konami Digital Entertainment,0.09,13-Mar-12,77.0,18.0,8.8,17.0,Gaijin Entertainment
Transformers: Prime,3DS,Action,Activision,0.09,,,,,,
Atelier Totori: The Adventurer of Arland,PSV,Role-Playing,Gust,0.09,,,,,,
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,0.08,,,,,,
Ridge Racer Unbounded,X360,Racing,Namco Bandai Games,0.08,27-Mar-12,71.0,59.0,7.7,52.0,Bugbear
Kamen Rider: Ultra Climax Heroes,Wii,Fighting,Namco Bandai Games,0.08,,,,,,
Rayman Origins,3DS,Platform,Ubisoft,0.08,6-Nov-12,71.0,8.0,6.1,41.0,UBlart Montpellier
Angry Birds Trilogy,PS3,Action,Activision,0.08,25-Sep-12,66.0,8.0,2.8,16.0,Rovio Mobile
Eiyuu Densetsu: Zero no Kiseki,PSV,Role-Playing,Falcom Corporation,0.07,,,,,,
Pro Evolution Soccer 2013,Wii,Sports,Konami Digital Entertainment,0.07,6-Nov-12,,,tbd,,Konami
NASCAR The Game: Inside Line,X360,Action,Activision,0.07,6-Nov-12,72.0,7.0,3.7,22.0,Eutechnyx
WipeOut 3 The Game,WiiU,Action,Activision,0.07,,,,,,
Steins;Gate: Hiyoku Renri no Darling,PSP,Action,5pb,0.06,,,,,,
Kamen Rider: Ultra Climax Heroes,PSP,Fighting,Namco Bandai Games,0.06,,,,,,
Pro Yakyuu Spirits 2012,PSV,Action,Konami Digital Entertainment,0.06,,,,,,
Transformers: Prime,WiiU,Action,Activision,0.06,,,,,,
NASCAR The Game: Inside Line,PS3,Action,Activision,0.05,6-Nov-12,76.0,4.0,4.8,11.0,Eutechnyx
Ninja Gaiden 3,WiiU,Action,Nintendo,0.05,,,,,,
Time Travelers,PSV,Adventure,Level 5,0.05,,,,,,
Inversion,PS3,Shooter,Namco Bandai Games,0.05,5-Jun-12,56.0,23.0,5.4,38.0,Saber Interactive
Mahjong * Dream C Club,PS3,Action,D3Publisher,0.04,,,,,,
Time Travelers,3DS,Adventure,Unknown,0.04,,,,,,
Eiyuu Densetsu: Sora no Kiseki FC,PS3,Role-Playing,Falcom Corporation,0.04,,,,,,
Inversion,X360,Shooter,Namco Bandai Games,0.04,5-Jun-12,53.0,51.0,6.5,63.0,Saber Interactive
NBA 2K13,WiiU,Action,Take-Two Interactive,0.04,18-Nov-12,85.0,17.0,7,28.0,Visual Concepts
Test Drive: Ferrari Legends,X360,Racing,Atari,0.03,3-Jul-12,61.0,21.0,5.6,27.0,"Atari, Slightly Mad Studios"
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,Adventure,ChunSoft,0.03,,,,,,
Supremacy MMA,PSV,Fighting,505 Games,0.03,27-Mar-12,43.0,6.0,4.5,6.0,Kung Fu Factory
Ben 10 Galactic Racing,PSV,Racing,D3Publisher,0.03,15-Feb-12,,,3.3,7.0,Monkey Bar Games
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft,0.03,,,,,,
Strike Witches: Shirogane no Tsubasa,PSP,Strategy,Kadokawa Shoten,0.02,,,,,,
Test Drive: Ferrari Legends,PS3,Racing,Unknown,0.02,3-Jul-12,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios"
Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure,5pb,0.02,,,,,,
Captain Morgane and the Golden Turtle,PS3,Adventure,Reef Entertainment,0.02,3-Feb-12,,,tbd,,Wizarbox
Romance of the Three Kingdoms XII,WiiU,Strategy,Tecmo Koei,0.01,,,,,,
Time Travelers,PSP,Adventure,Level 5,0.01,,,,,,
Captain Morgane and the Golden Turtle,Wii,Adventure,Reef Entertainment,0.01,3-Feb-12,,,tbd,,Wizarbox
Transformers: Prime,Wii,Action,Activision,0.01,,,,,,
Mahjong * Dream C Club,X360,Action,D3Publisher,0.01,,,,,,
Grand Theft Auto V,PS3,Action,Take-Two Interactive,16.71,17-Sep-13,97.0,50.0,8.2,2586.0,Rockstar North
Grand Theft Auto V,X360,Action,Take-Two Interactive,13.33,17-Sep-13,97.0,58.0,8.1,2714.0,Rockstar North
Call of Duty: Ghosts,X360,Shooter,Activision,8.08,5-Nov-13,73.0,29.0,2.3,1730.0,Infinity Ward
Call of Duty: Ghosts,PS3,Shooter,Activision,7.32,5-Nov-13,71.0,10.0,2.1,825.0,Infinity Ward
FIFA Soccer 14,PS3,Sports,Electronic Arts,5.35,,,,,,
FIFA Soccer 14,X360,Sports,Electronic Arts,3.67,,,,,,
Just Dance 2014,Wii,Misc,Ubisoft,2.86,8-Oct-13,,,5.1,7.0,Ubisoft
Battlefield 4,X360,Shooter,Electronic Arts,2.63,29-Oct-13,79.0,21.0,5.6,421.0,EA DICE
Assassin's Creed IV: Black Flag,PS3,Action,Ubisoft,2.59,29-Oct-13,88.0,36.0,8.1,548.0,Ubisoft
Battlefield 4,PS3,Shooter,Electronic Arts,2.36,29-Oct-13,80.0,14.0,5.8,443.0,EA DICE
Assassin's Creed IV: Black Flag,X360,Action,Ubisoft,2.3,29-Oct-13,86.0,34.0,7.8,453.0,Ubisoft
Tomb Raider (2013),PS3,Action,Square Enix,1.84,,,,,,
NBA 2K14,X360,Sports,Take-Two Interactive,1.81,1-Oct-13,87.0,23.0,5,104.0,Visual Concepts
Call of Duty: Ghosts,PS4,Shooter,Activision,1.77,15-Nov-13,78.0,49.0,3.1,918.0,Infinity Ward
Tomb Raider (2013),X360,Action,Square Enix,1.61,,,,,,
Skylanders SWAP Force,Wii,Platform,Activision,1.49,13-Oct-13,,,tbd,,Beenox
Call of Duty: Ghosts,XOne,Shooter,Activision,1.48,19-Nov-13,78.0,7.0,3.8,403.0,Infinity Ward
FIFA Soccer 14,PS4,Sports,Electronic Arts,1.45,,,,,,
NBA 2K14,PS3,Sports,Take-Two Interactive,1.41,1-Oct-13,84.0,26.0,4.7,104.0,Visual Concepts
Battlefield 4,PS4,Shooter,Electronic Arts,1.41,12-Nov-13,86.0,16.0,6.5,544.0,EA DICE
Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft,1.31,12-Nov-13,83.0,28.0,7.8,480.0,Ubisoft
Battlefield 4,XOne,Shooter,Electronic Arts,1.13,19-Nov-13,,,6.3,203.0,EA DICE
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,1.06,22-Oct-13,80.0,37.0,7.7,87.0,TT Games
Injustice: Gods Among Us,X360,Fighting,Warner Bros. Interactive Entertainment,1.0,16-Apr-13,81.0,63.0,7.9,305.0,NetherRealm Studios
Disney Infinity,Wii,Action,Disney Interactive Studios,0.99,18-Aug-13,,,4.7,20.0,Avalanche Software
Lego City Undercover,3DS,Action,Nintendo,0.96,21-Apr-13,62.0,44.0,6.4,48.0,Traveller's Tales
NCAA Football 14,X360,Sports,Electronic Arts,0.96,9-Jul-13,77.0,18.0,5.8,61.0,EA Tiburon
Disney Infinity,X360,Action,Disney Interactive Studios,0.94,18-Aug-13,74.0,38.0,6.7,65.0,Avalanche Software
Diablo III,PS3,Role-Playing,Activision,0.91,3-Sep-13,86.0,43.0,6.2,438.0,Blizzard Entertainment
Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,0.87,22-Oct-13,82.0,21.0,7.8,48.0,TT Games
Dead Space 3,X360,Shooter,Electronic Arts,0.84,5-Feb-13,78.0,68.0,6.3,616.0,Visceral Games
Skylanders SWAP Force,X360,Platform,Activision,0.83,13-Oct-13,83.0,36.0,5.9,37.0,Vicarious Visions
Injustice: Gods Among Us,PS3,Fighting,Warner Bros. Interactive Entertainment,0.83,16-Apr-13,78.0,37.0,8,221.0,NetherRealm Studios
Tom Clancy's Splinter Cell: Blacklist,X360,Action,Ubisoft,0.76,20-Aug-13,82.0,58.0,7.5,314.0,Ubisoft Toronto
Dead Space 3,PS3,Shooter,Electronic Arts,0.76,5-Feb-13,76.0,37.0,6.4,410.0,Visceral Games
Diablo III,X360,Role-Playing,Activision,0.74,3-Sep-13,87.0,42.0,6.7,313.0,Blizzard Entertainment
FIFA Soccer 14,XOne,Sports,Electronic Arts,0.73,,,,,,
Just Dance 2014,X360,Misc,Ubisoft,0.72,8-Oct-13,79.0,16.0,7.2,27.0,Ubisoft
WWE 2K14,X360,Sports,Take-Two Interactive,0.72,29-Oct-13,75.0,42.0,7.4,65.0,Yuke's
WWE 2K14,PS3,Sports,Take-Two Interactive,0.72,29-Oct-13,74.0,21.0,7.4,60.0,Yuke's
Need for Speed Rivals,PS4,Racing,Electronic Arts,0.71,15-Nov-13,80.0,53.0,6.6,335.0,Ghost Games
Lego City Undercover,WiiU,Action,Nintendo,0.7,18-Mar-13,80.0,66.0,8,196.0,TT Games
NBA 2K14,PS4,Sports,Take-Two Interactive,0.69,12-Nov-13,85.0,20.0,6.4,217.0,Visual Concepts
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,0.69,5-Mar-13,77.0,32.0,7.8,138.0,CyberConnect2
Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,0.68,20-Aug-13,84.0,27.0,7.7,217.0,Ubisoft Toronto
NCAA Football 14,PS3,Sports,Electronic Arts,0.68,9-Jul-13,77.0,9.0,5.5,31.0,EA Tiburon
Need for Speed Rivals,PS3,Racing,Electronic Arts,0.68,19-Nov-13,80.0,6.0,4.9,75.0,Ghost Games
DMC,PS3,Action,Capcom,0.67,15-Jan-13,85.0,40.0,4.9,1197.0,Ninja Theory
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,0.65,19-Nov-13,,,7.1,154.0,Ubisoft
Skylanders SWAP Force,PS3,Platform,Activision,0.64,13-Oct-13,83.0,31.0,5.1,27.0,Vicarious Visions
