nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
FaceBreaker K.O. Party,Wii,Fighting,Electronic Arts,0.22,11-Nov-08,61.0,15.0,5.6,7.0,EA Canada
Goku Makaimura Kai,PSP,Platform,Capcom,0.01,,,,,,
Fishing Master (jp sales),Wii,Sports,Konami Digital Entertainment,0.06,,,,,,
Iron Man,PSP,Action,Sega,0.61,2-May-08,44.0,7.0,7.2,13.0,Artificial Mind and Movement
Armored Core: For Answer,X360,Simulation,Ubisoft,0.14,16-Sep-08,64.0,22.0,7.9,32.0,From Software
Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,Sega,1.08,,,,,,
Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,1.98,13-Apr-10,85.0,90.0,7.7,523.0,Ubisoft Montreal
Higurashi no Naku Koro ni: Jan,PSP,Misc,AQ Interactive,0.02,,,,,,
Adrenalin Misfits,X360,Racing,Konami Digital Entertainment,0.12,4-Nov-10,50.0,32.0,tbd,,Konami
World Tour Soccer,PSP,Sports,Sony Computer Entertainment,1.07,14-Mar-05,70.0,31.0,6.5,4.0,SCEE
Storm Lover 2nd,PSP,Misc,D3Publisher,0.02,,,,,,
LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,3.09,18-Jan-11,91.0,86.0,8.3,482.0,Media Molecule
Call of Juarez: The Cartel,X360,Shooter,Ubisoft,0.24,19-Jul-11,47.0,62.0,5.7,95.0,Techland
Dungeon Siege III,X360,Role-Playing,Square Enix,0.33,21-Jun-11,72.0,55.0,6.3,82.0,Obsidian Entertainment
DiRT Showdown,PS3,Action,Codemasters,0.13,12-Jun-12,75.0,27.0,6.1,28.0,Codemasters
50 Cent: Blood on the Sand,PS3,Shooter,THQ,0.17,24-Feb-09,72.0,37.0,7.3,52.0,Swordfish Studios
Sonic Generations,PS3,Platform,Sega,1.22,1-Nov-11,76.0,38.0,8.1,167.0,Sega
Scribblenauts: Unlimited,3DS,Action,Warner Bros. Interactive Entertainment,0.41,13-Nov-12,73.0,13.0,7.1,16.0,5TH Cell
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Paws & Claws: Pet Vet,Wii,Simulation,THQ,0.1,,,,,,
Rooms: The Main Building,Wii,Adventure,Hudson Soft,0.05,23-Mar-10,60.0,8.0,tbd,,Hudson Entertainment
Resident Evil: The Umbrella Chronicles,Wii,Shooter,Capcom,1.5,13-Nov-07,75.0,47.0,7.6,101.0,Cavia Inc.
Vin Diesel: Wheelman,X360,Racing,Ubisoft,0.44,,,,,,
FIFA Soccer 13,Wii,Action,Electronic Arts,0.62,25-Sep-12,,,1.5,19.0,Electronic Arts
Jillian Michaels Fitness Ultimatum 2011,Wii,Sports,D3Publisher,0.16,16-Nov-10,,,tbd,,D3
The Walking Dead: A Telltale Games Series,X360,Adventure,Avanquest Software,0.59,11-Dec-12,92.0,12.0,8.5,880.0,Telltale Games
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Action,Irem Software Engineering,0.02,,,,,,
Nobunaga no Yabou: Tendou,PS3,Strategy,Tecmo Koei,0.13,,,,,,
MLB Power Pros,Wii,Sports,Konami Digital Entertainment,0.28,3-Oct-07,83.0,12.0,8.3,43.0,Konami
Get Fit with Mel B,Wii,Sports,Black Bean Games,0.07,14-Sep-11,,,tbd,,Lightning Fish Games
Spyborgs,Wii,Action,Capcom,0.1,22-Sep-09,66.0,31.0,5.3,4.0,Bionic Games
FIFA Soccer,PSP,Sports,Electronic Arts,0.12,25-Apr-05,73.0,23.0,7.7,22.0,EA Canada
Duke Nukem Forever,X360,Shooter,Take-Two Interactive,0.78,14-Jun-11,49.0,76.0,4.4,397.0,"3D Realms, Gearbox Software"
Konami Classics Vol. 1,X360,Misc,Konami Digital Entertainment,0.06,15-Dec-09,,,tbd,,Konami
Heavenly Guardian,Wii,Shooter,505 Games,0.06,22-Apr-08,,,tbd,,Starfish
Turok,X360,Shooter,Touchstone,0.72,5-Feb-08,69.0,63.0,7.3,106.0,Propaganda Games
Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,0.6,12-Oct-10,61.0,37.0,7.9,22.0,Capcom
MySims SkyHeroes,PS3,Action,Electronic Arts,0.08,28-Sep-10,62.0,16.0,tbd,,Electronic Arts
Doctor Who: Return to Earth,Wii,Adventure,Asylum Entertainment,0.17,,,,,,
Disney's Meet the Robinsons,X360,Action,Disney Interactive Studios,0.07,27-Mar-07,65.0,21.0,tbd,,Buena Vista Games
The BIGS,Wii,Sports,Take-Two Interactive,0.36,25-Jun-07,66.0,15.0,7.1,14.0,Blue Castle Games
Nippon no Asoko de,PSP,Misc,Sony Computer Entertainment,0.03,,,,,,
Football Manager Handheld 2008,PSP,Sports,Sega,0.34,,,,,,
Prison Break: The Conspiracy,PS3,Adventure,Deep Silver,0.23,30-Mar-10,42.0,33.0,3.7,17.0,ZootFly
Brain Age: Concentration Training,3DS,Puzzle,Nintendo,0.04,10-Feb-13,71.0,11.0,7.8,16.0,Nintendo
Sonic & SEGA All-Stars Racing,PS3,Racing,Sega,0.82,,,,,,
Need for Speed: ProStreet,X360,Racing,Electronic Arts,2.02,15-Nov-07,72.0,42.0,7.4,66.0,EA Black Box
Toy Story 3: The Video Game,PS3,Action,Disney Interactive Studios,0.96,,,,,,
FIFA Soccer 14,PS3,Sports,Electronic Arts,5.35,,,,,,
Ridge Racer Unbounded,PS3,Racing,Namco Bandai Games,0.13,27-Mar-12,72.0,20.0,6.4,24.0,Bugbear
Grand Slam Tennis 2,PS3,Sports,Electronic Arts,0.18,14-Feb-12,73.0,36.0,5.4,14.0,EA Sports
FIFA Soccer 11,Wii,Sports,Electronic Arts,1.06,4-Oct-10,73.0,17.0,7.3,7.0,EA Sports
Call of Juarez,X360,Shooter,Ubisoft,0.17,7-Jun-07,71.0,37.0,6.8,37.0,Techland
Madden NFL 12,X360,Sports,Electronic Arts,2.61,30-Aug-11,78.0,55.0,5.9,87.0,EA Tiburon
The Biggest Loser,Wii,Sports,THQ,1.05,6-Oct-09,74.0,5.0,8.1,32.0,Blitz Games
Wacky Races: Crash & Dash,Wii,Racing,Eidos Interactive,0.29,,,,,,
Chicken Riot,Wii,Action,City Interactive,0.27,17-Feb-10,,,tbd,,City Interactive
Scene It? Lights Camera Action,X360,Misc,Microsoft Game Studios,0.47,6-Nov-07,73.0,41.0,8.1,20.0,"Screenlife Games, WXP"
Dante's Inferno,X360,Action,Electronic Arts,0.87,9-Feb-10,73.0,71.0,7.6,181.0,Visceral Games
Overlord,X360,Strategy,Codemasters,0.38,26-Jun-07,76.0,47.0,8.4,59.0,Triumph Studios
Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Games,0.17,2-Dec-08,72.0,37.0,8.9,29.0,Red Fly Studio
NBA,PSP,Sports,Sony Computer Entertainment,0.21,16-Mar-05,57.0,25.0,6.9,13.0,989 Sports
Mini Desktop Racing,Wii,Racing,Popcorn Arcade,0.01,4-Dec-07,,,2.3,6.0,Data Design Interactive
Pet Zombies,3DS,Simulation,Majesco Entertainment,0.17,18-Oct-11,,,tbd,,1st Playable Productions
Sonic & Sega All-Stars Racing Transformed ,PSV,Action,Sega,0.16,,,,,,
Invizimals: The Lost Tribes,PSP,Action,Sony Computer Entertainment,0.1,,,,,,
Strike Witches: Shirogane no Tsubasa,PSP,Strategy,Kadokawa Shoten,0.02,,,,,,
Resident Evil Archives: Resident Evil Zero,Wii,Action,Capcom,0.21,1-Dec-09,62.0,17.0,8.2,16.0,Capcom
Leisure Suit Larry: Box Office Bust,PS3,Adventure,Codemasters,0.09,5-May-09,17.0,11.0,1.9,31.0,Team 17
Mass Effect 3,WiiU,Role-Playing,Electronic Arts,0.12,13-Nov-12,85.0,33.0,7.1,124.0,Straight Right
Carnage Heart EXA,PSP,Strategy,ArtDink,0.02,19-Mar-13,,,tbd,,Artdink
Rock Band Country Track Pack,PS3,Misc,MTV Games,0.18,21-Jul-09,,,tbd,,Harmonix Music Systems
Tales of Graces f,PS3,Role-Playing,Namco Bandai Games,0.84,13-Mar-12,77.0,55.0,8,245.0,Namco Bandai Games
FIFA Soccer 13,3DS,Action,Electronic Arts,0.22,25-Sep-12,68.0,4.0,3.9,12.0,Electronic Arts
Syndicate,PS3,Shooter,EA Games,0.11,21-Feb-12,75.0,29.0,6.5,94.0,Starbreeze
Resistance: Fall of Man,PS3,Shooter,Sony Computer Entertainment,4.22,14-Nov-06,86.0,70.0,8.1,604.0,Insomniac Games
DJ Max Portable 3,PSP,Misc,CyberFront,0.03,14-Oct-10,,,6.5,6.0,PM Studios Inc.
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,Sports,Konami Digital Entertainment,0.09,,,,,,
Tom Clancy's EndWar,PSP,Strategy,Ubisoft,0.1,4-Nov-08,68.0,7.0,5.3,6.0,Funatics Software
Dragoneer's Aria,PSP,Role-Playing,Tecmo Koei,0.07,21-Aug-07,56.0,30.0,6.4,5.0,Hit Maker
DualPenSports,3DS,Sports,Namco Bandai Games,0.07,21-Jun-11,58.0,11.0,tbd,,Indies Zero
Riviera: The Promised Land,PSP,Role-Playing,505 Games,0.09,11-Jul-07,68.0,11.0,8.8,8.0,Sting
Payday 2,X360,Action,505 Games,0.38,23-Aug-13,75.0,18.0,7.2,153.0,Overkill Software
Rock Band Track Pack Volume 2,X360,Misc,MTV Games,0.15,17-Nov-08,,,tbd,,Harmonix Music Systems
Abunai: Koi no Sousa Shitsu,PSP,Action,Quinrose,0.01,,,,,,
Medalot 7,3DS,Action,Rocket Company,0.13,,,,,,
Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,0.08,8-Jan-08,60.0,28.0,7.8,4.0,High Voltage Software
Borderlands,PS3,Shooter,Take-Two Interactive,1.9,20-Oct-09,83.0,58.0,8,338.0,Gearbox Software
Need For Speed: Undercover,X360,Racing,Electronic Arts,1.59,17-Nov-08,64.0,62.0,6.2,92.0,EA Vancouver
FIFA Soccer 10,PS3,Sports,Electronic Arts,3.55,20-Oct-09,91.0,56.0,7.6,167.0,EA Sports
Rapala Fishing Frenzy 2009,PS3,Sports,Activision,0.17,2-Sep-08,31.0,4.0,4.4,9.0,FUN Labs
NBA Live 07,PSP,Sports,Electronic Arts,0.51,25-Sep-06,64.0,9.0,7.5,4.0,EA Sports
NBA 2K13,X360,Action,Take-Two Interactive,2.82,2-Oct-12,88.0,41.0,7.3,111.0,Visual Concepts
NHL 2K10,Wii,Sports,Take-Two Interactive,0.34,15-Sep-09,79.0,8.0,6.8,16.0,Take-Two Interactive
NCAA March Madness 08,X360,Sports,Electronic Arts,0.2,11-Dec-07,69.0,22.0,tbd,,EA Canada
Pac-Man World Rally,PSP,Racing,Namco Bandai Games,0.04,22-Aug-06,51.0,9.0,tbd,,Smart Bomb Interactive
Unit 13,PSV,Shooter,Sony Computer Entertainment,0.37,6-Mar-12,71.0,60.0,7.5,134.0,Zipper Interactive
Rampage: Total Destruction,Wii,Action,Midway Games,0.2,14-Nov-06,46.0,21.0,5.8,17.0,"Pipeworks Software, Inc."
TRON: Evolution,PSP,Action,Disney Interactive Studios,0.1,7-Dec-10,,,tbd,,SuperVillain Studios
Gold's Gym: Dance Workout,Wii,Sports,Ubisoft,0.79,17-Aug-10,,,tbd,,
Inversion,X360,Shooter,Namco Bandai Games,0.04,5-Jun-12,53.0,51.0,6.5,63.0,Saber Interactive
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,THQ,0.24,16-Nov-10,49.0,6.0,tbd,,THQ
The Incredible Hulk,PS3,Action,Sega,0.24,5-Jun-08,55.0,26.0,7.1,16.0,Edge of Reality
Hail to the Chimp,X360,Misc,Gamecock,0.04,2-Jul-08,52.0,23.0,6.1,7.0,Wideload Games Inc.
Aquanaut's Holiday: Kakusareta Kiroku,PS3,Adventure,Sony Computer Entertainment,0.04,,,,,,
S.Y.K Renshouden Portable,PSP,Adventure,Idea Factory,0.04,,,,,,
Arcana Famiglia 2,PSP,Adventure,Comfort,0.01,,,,,,
Fantastic Four: Rise of the Silver Surfer,PS3,Action,Take-Two Interactive,0.14,15-Jun-07,47.0,26.0,5.3,6.0,Visual Concepts
LEGO Harry Potter: Years 5-7,3DS,Action,Warner Bros. Interactive Entertainment,0.3,11-Nov-11,71.0,7.0,5.7,6.0,Traveller's Tales
Final Fantasy XIV: A Realm Reborn,PS3,Role-Playing,Square Enix,0.7,,,,,,
Star Wars: The Force Unleashed II,PS3,Action,LucasArts,1.33,26-Oct-10,63.0,41.0,7,85.0,LucasArts
Viva Pinata: Trouble in Paradise,X360,Simulation,Microsoft Game Studios,0.44,2-Sep-08,82.0,64.0,7.5,42.0,Rare Ltd.
Pro Evolution Soccer 2013,X360,Sports,Konami Digital Entertainment,0.26,25-Sep-12,82.0,33.0,6.8,66.0,Konami
Rabbids Go Home,Wii,Platform,Ubisoft,1.09,1-Nov-09,78.0,50.0,8.4,23.0,Ubisoft Montpellier
Kenka Bancho Bros: Tokyo Battle Royale,PSP,Action,Spike,0.1,,,,,,
Ratchet & Clank: Into the Nexus,PS3,Shooter,Sony Computer Entertainment,0.4,,,,,,
Naruto: Rise of a Ninja,X360,Action,Ubisoft,0.31,30-Oct-07,78.0,35.0,8.8,69.0,Ubisoft Montreal
Dragon Ball: Evolution,PSP,Fighting,Namco Bandai Games,0.09,8-Apr-09,28.0,16.0,1.3,24.0,Dimps Corporation
Steins;Gate: Hiyoku Renri no Darling,X360,Adventure,5pb,0.08,,,,,,
Uncharted 2: Among Thieves,PS3,Action,Sony Computer Entertainment,6.34,13-Oct-09,96.0,105.0,8.7,3781.0,Naughty Dog
Ultimate Board Game Collection,Wii,Misc,Xplosiv,0.14,14-Aug-07,,,tbd,,Jack of All Games
Rapala Pro Bass Fishing 2010,PSP,Sports,Activision,0.04,28-Sep-10,,,tbd,,FUN Labs
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Strategy,Irem Software Engineering,0.03,,,,,,
Rock Band 2,X360,Misc,Electronic Arts,2.16,14-Sep-08,92.0,69.0,8.3,139.0,Harmonix Music Systems
Yu-Gi-Oh! GX: Tag Force 2,PSP,Strategy,Konami Digital Entertainment,0.4,,,,,,
SingStar Queen,PS3,Misc,Sony Computer Entertainment,0.37,4-Aug-09,74.0,37.0,6.8,6.0,SCEE
Toki no Kizuna: Sekigahara Kitan,PSP,Action,Idea Factory,0.04,,,,,,
Fritz Chess,Wii,Strategy,Deep Silver,0.02,10-Jul-09,,,tbd,,Deep Silver
Dance on Broadway,Wii,Misc,Ubisoft,0.98,15-Jun-10,48.0,6.0,tbd,,Longtail Studios
WipeOut 3 The Game,X360,Action,Activision,0.15,,,,,,
Jackass the Game,PSP,Action,Empire Interactive,0.2,27-Sep-07,58.0,21.0,7.3,9.0,Sidhe Interactive
UEFA Champions League 2006-2007,X360,Sports,Electronic Arts,0.05,20-Mar-07,72.0,27.0,7.9,8.0,EA Canada
Afro Samurai,X360,Action,Atari,0.22,27-Jan-09,65.0,70.0,6.2,49.0,Namco Bandai Games America
The Lord of the Rings: Aragorn's Quest,PSP,Action,Warner Bros. Interactive Entertainment,0.07,14-Sep-10,,,tbd,,TT Fusion
Sonic Unleashed,Wii,Platform,Sega,2.04,18-Nov-08,66.0,30.0,7.4,104.0,Sonic Team
Bionic Commando,PS3,Platform,Capcom,0.34,18-May-09,71.0,48.0,7.4,46.0,GRIN
Eragon,X360,Action,Vivendi Games,0.11,14-Nov-06,48.0,32.0,5.5,22.0,Stormfront Studios
Samurai Shodown Anthology,PSP,Fighting,Ignition Entertainment,0.09,24-Mar-09,,,tbd,,SNK Playmore
Don King Boxing,Wii,Sports,Take-Two Interactive,0.24,31-Mar-09,55.0,17.0,tbd,,2K Shanghai
AC/DC LIVE: Rock Band Track Pack,Wii,Misc,MTV Games,0.26,16-Nov-08,,,7.2,5.0,Harmonix Music Systems
Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,0.08,16-Apr-13,82.0,5.0,7.7,78.0,NetherRealm Studios
B's-LOG Partyâ™ª,PSP,Adventure,Idea Factory,0.04,,,,,,
NBA 2K11,PSP,Sports,Take-Two Interactive,0.39,5-Oct-10,,,6.3,4.0,Visual Concepts
Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,THQ,0.11,26-Oct-09,,,1.3,9.0,ImaginEngine
Theatrhythm: Final Fantasy,3DS,Misc,Square Enix,0.45,3-Jul-12,78.0,60.0,8,96.0,Indies Zero
Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,0.79,12-Jan-10,74.0,56.0,7.1,58.0,EA Montreal
Clannad,PS3,Adventure,Prototype,0.03,,,,,,
Brothers in Arms: Double Time,Wii,Shooter,Ubisoft,0.12,23-Sep-08,45.0,13.0,6.6,17.0,Gearbox Software
Kinectimals,X360,Simulation,Microsoft Game Studios,1.49,4-Nov-10,74.0,50.0,6.3,29.0,Frontier Developments
Medal of Honor Heroes 2,Wii,Shooter,Electronic Arts,0.4,13-Nov-07,73.0,37.0,7.6,81.0,EA Canada
NHL 2K10,PS3,Sports,Take-Two Interactive,0.13,15-Sep-09,66.0,23.0,7.1,8.0,Take-Two Interactive
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,Strategy,,0.12,,,,,,
CID The Dummy,Wii,Platform,Oxygen Interactive,0.02,7-Jul-09,31.0,7.0,tbd,,Twelve Games
Triple Crown Championship Snowboarding,Wii,Sports,Destineer,0.02,,,,,,
Disney Sing It: Party Hits,Wii,Misc,Disney Interactive Studios,0.62,12-Oct-10,,,tbd,,Disney Interactive Studios
Alien Monster Bowling League,Wii,Sports,Destineer,0.09,20-Oct-09,,,tbd,,Destineer
Winning Post 7 2013,PSP,Sports,Tecmo Koei,0.01,,,,,,
Namco Museum Megamix,Wii,Misc,Namco Bandai Games,0.14,16-Nov-10,53.0,12.0,tbd,,Namco Bandai Games America
Hakuoki: Reimeiroku Nagorigusa,PS3,Action,Idea Factory,0.01,,,,,,
Harvest Moon: Tree of Tranquility,Wii,Simulation,Rising Star Games,0.79,30-Sep-08,65.0,18.0,8.1,25.0,Marvelous
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action,D3Publisher,0.05,,,,,,
The Golden Compass,X360,Action,Sega,0.44,4-Dec-07,41.0,25.0,3,12.0,Shiny Entertainment
Dark Void,X360,Action,Capcom,0.28,19-Jan-10,59.0,69.0,5.9,55.0,Airtight Games
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,0.31,15-Sep-09,50.0,8.0,5.3,15.0,n-Space
Cartoon Network: Punch Time Explosion,3DS,Fighting,Deep Silver,0.08,2-Jun-11,58.0,16.0,6.1,20.0,Papaya Studios
Dance on Broadway,PS3,Misc,Ubisoft,0.07,17-Mar-11,,,tbd,,Longtail Studios
Bomberman Land,PSP,Misc,Hudson Entertainment,0.06,29-Jan-08,55.0,14.0,tbd,,Racjin
Spore Hero,Wii,Simulation,Electronic Arts,0.37,6-Oct-09,61.0,23.0,7.1,36.0,Maxis
LEGO Indiana Jones: The Original Adventures,PSP,Adventure,LucasArts,1.14,3-Jun-08,76.0,8.0,8.4,7.0,Traveller's Tales
Rune Factory: Tides of Destiny,Wii,Role-Playing,Marvelous Interactive,0.18,7-Oct-11,,,7.4,8.0,Neverland
Transformers: Cybertron Adventures,Wii,Action,Activision,0.25,22-Jun-10,41.0,15.0,7.1,7.0,Next Level Games
Splatterhouse,PS3,Action,Namco Bandai Games,0.14,23-Nov-10,59.0,49.0,7.4,47.0,Namco Bandai Games America
Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,0.38,15-Nov-13,82.0,21.0,7.5,96.0,TT Games
NBA Ballers: Chosen One,PS3,Sports,Midway Games,0.11,21-Apr-08,54.0,23.0,6.5,4.0,Midway
The House of the Dead: Overkill - Extended Cut,PS3,Shooter,Sega,0.31,,,,,,
Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft,2.02,24-Nov-09,62.0,5.0,5.2,54.0,Ubisoft
Tekken 6,PSP,Fighting,Namco Bandai Games,0.3,24-Nov-09,82.0,39.0,8.3,46.0,Namco Bandai Games America
Tornado Outbreak,Wii,Action,Konami Digital Entertainment,0.08,29-Sep-09,71.0,7.0,8.8,4.0,Loose Cannon Studios
Tony Hawk's Project 8,PSP,Sports,Activision,0.55,21-Nov-06,68.0,11.0,7.8,13.0,Page 44 Studios
All Star Cheer Squad,Wii,Sports,THQ,0.78,27-Oct-08,,,5.2,10.0,Gorilla Games
Mame Goma: Shiro to Kuro no Meikyuu,3DS,Action,Nippon Ichi Software,0.03,,,,,,
Tiger Woods PGA Tour 07,X360,Sports,Electronic Arts,0.47,17-Oct-06,80.0,44.0,7.9,21.0,EA Redwood Shores
Phantom Kingdom Portable,PSP,Role-Playing,Nippon Ichi Software,0.04,,,,,,
Summer Athletics: The Ultimate Challenge (US sales),Wii,Sports,DTP Entertainment,0.25,,,,,,
Vin Diesel: Wheelman,PS3,Racing,Ubisoft,0.3,,,,,,
Left 4 Dead,X360,Shooter,Electronic Arts,3.39,17-Nov-08,89.0,67.0,7.9,1245.0,Certain Affinity
Otometeki Koi Kakumei * Love Revo! Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Misc,Nintendo,0.04,,,,,,
Gears of War 3,X360,Shooter,Microsoft Game Studios,5.98,20-Sep-11,91.0,96.0,7.6,1200.0,Epic Games
Dance Party: Pop Hits,Wii,Misc,Nordic Games,0.38,,,,,,
The Cursed Crusade,X360,Action,DTP Entertainment,0.12,25-Oct-11,39.0,27.0,3.3,22.0,Kylotonn
Doraemon: Nobita and the Island of Miracles,3DS,Action,FuRyu,0.08,,,,,,
Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco Entertainment,0.11,5-May-09,50.0,15.0,7.7,6.0,Majesco Games
Muv-Luv Alternative,PS3,Adventure,5pb,0.01,,,,,,
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,Misc,Namco Bandai Games,0.4,,,,,,
Way of the Samurai 4,PS3,Action,Nippon Ichi Software,0.18,21-Aug-12,58.0,25.0,6.1,7.0,Acquire
Your Shape: Fitness Evolved 2012,X360,Sports,Ubisoft,1.05,8-Nov-11,77.0,13.0,7.6,19.0,Ubisoft
Shin Megami Tensei IV,3DS,Role-Playing,Atlus,0.45,16-Jul-13,83.0,31.0,8.3,157.0,Atlus
MX vs. ATV Untamed,PS3,Racing,THQ,0.4,17-Dec-07,67.0,33.0,6.1,8.0,Rainbow Studios
Hyakki Yagyou Kaidan Romance,PSP,Action,Quinrose,0.01,,,,,,
Cars 2,PS3,Platform,Disney Interactive Studios,0.39,,,,,,
Dance Paradise,X360,Misc,Mindscape,0.11,15-Feb-11,59.0,11.0,tbd,,Mindscape Inc.
NHL 07,PSP,Sports,Electronic Arts,0.16,12-Sep-06,76.0,7.0,6.1,20.0,EA Sports
Metal Gear Ac!d,PSP,Strategy,Konami Digital Entertainment,0.86,,,,,,
Purr Pals,Wii,Simulation,Deep Silver,0.28,10-Jul-08,,,tbd,,Crave
MotoGP 09/10,X360,Racing,Capcom,0.16,23-Mar-10,69.0,41.0,5.7,41.0,Monumental Games
Command & Conquer 3: Kane's Wrath,X360,Strategy,Electronic Arts,0.22,,,,,,
Mario Super Sluggers,Wii,Sports,Nintendo,1.86,25-Aug-08,69.0,31.0,7.6,34.0,Namco Bandai Games
Jimmie Johnson's Anything With an Engine,Wii,Racing,Konami Digital Entertainment,0.06,15-Nov-11,,,tbd,,Isopod Labs
Monster Jam,X360,Racing,Activision,0.19,13-Nov-07,43.0,9.0,5.5,4.0,Torus Games
Pro Evolution Soccer 2010,X360,Sports,Konami Digital Entertainment,0.79,3-Nov-09,78.0,34.0,7.7,23.0,Konami
ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,0.08,24-Feb-09,30.0,21.0,5.9,26.0,Rebellion
Top Spin 4,Wii,Sports,Take-Two Interactive,0.12,15-Mar-11,54.0,8.0,7.4,7.0,2K Games
Karaoke Revolution Glee 2: Road to Regionals,Wii,Misc,Konami Digital Entertainment,0.2,5-Apr-11,67.0,4.0,tbd,,Konami
ESA Game Pack,PS3,Misc,Sony Computer Entertainment,0.08,10-Nov-10,,,tbd,,Various
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,Sony Computer Entertainment,1.1,8-Nov-05,82.0,44.0,8.7,58.0,Zipper Interactive
Chili Con Carnage,PSP,Shooter,Eidos Interactive,0.01,27-Feb-07,74.0,37.0,8.8,12.0,Deadline Games
Rock Band,PS3,Misc,Electronic Arts,1.57,20-Nov-07,92.0,35.0,8.4,91.0,Harmonix Music Systems
Kamen Rider: Climax Heroes Fourze,PSP,Fighting,Namco Bandai Games,0.05,,,,,,
Shinseiki GPX Cyber Formula VS,PSP,Racing,Sunrise Interactive,0.01,,,,,,
Call of Duty 4: Modern Warfare,PS3,Shooter,Activision,6.41,5-Nov-07,94.0,44.0,8.4,769.0,Infinity Ward
Amped 3,X360,Sports,Take-Two Interactive,0.14,16-Nov-05,72.0,49.0,6.9,33.0,2K Sports
Darksiders II,X360,Action,THQ,0.71,14-Aug-12,83.0,63.0,8.1,375.0,Vigil Games
Wacky World of Sports,Wii,Sports,Sega,0.08,22-Sep-09,45.0,10.0,tbd,,Sega
BlazBlue: Calamity Trigger,PS3,Fighting,PQube,0.53,30-Jul-09,87.0,50.0,8.5,96.0,Arc System Works
Pure Futbol,X360,Sports,Ubisoft,0.16,1-Jun-10,38.0,20.0,7.8,25.0,Ubisoft Vancouver
Ghostbusters: The Video Game,PS3,Action,Sony Computer Entertainment,0.78,16-Jun-09,78.0,74.0,7.9,70.0,Terminal Reality
Leisure Suit Larry: Box Office Bust,X360,Adventure,Codemasters,0.15,31-Mar-09,25.0,27.0,2.4,37.0,Team 17
Tales of the Abyss,3DS,Role-Playing,Namco Bandai Games,0.59,14-Feb-12,75.0,33.0,8.2,115.0,Bandai Namco Games
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,Nippon Ichi Software,0.37,27-Sep-11,74.0,19.0,6.6,94.0,Gust
Gears of War: Judgment,X360,Shooter,Microsoft Game Studios,1.4,19-Mar-13,79.0,81.0,5.3,627.0,Epic Games
ExerBeat,Wii,Sports,Namco Bandai Games,0.26,17-May-11,60.0,9.0,tbd,,Namco Bandai Games
Arcana Heart 3,X360,Fighting,PQube,0.04,Canceled,68.0,13.0,,,Examu
Bulletstorm,X360,Shooter,Electronic Arts,0.97,22-Feb-11,84.0,83.0,7.5,383.0,"People Can Fly, Epic Games"
Split/Second,X360,Racing,Disney Interactive Studios,0.56,18-May-10,82.0,78.0,8,85.0,Black Rock Studio
Astonishia Story,PSP,Role-Playing,Ubisoft,0.03,6-Jun-06,48.0,35.0,4.9,14.0,Sonnori
PES 2009: Pro Evolution Soccer,X360,Sports,Konami Digital Entertainment,0.99,,,,,,
Guild 01,3DS,Action,Level 5,0.05,,,,,,
Professional Fisherman's Tour: Big Bass Open,3DS,Sports,Starfish,0.01,19-Jul-11,,,tbd,,
Scribblenauts: Unlimited,WiiU,Action,Warner Bros. Interactive Entertainment,0.21,13-Nov-12,73.0,42.0,7.4,90.0,5TH Cell
Wii Fit U,WiiU,Action,Nintendo,0.18,10-Jan-14,71.0,17.0,6.1,33.0,Nintendo
One Piece: Pirate Warriors 2,PS3,Action,Namco Bandai Games,0.58,3-Sep-13,71.0,35.0,7.4,39.0,Omega Force
Winter Stars,Wii,Sports,Deep Silver,0.06,18-Nov-11,,,tbd,,49Games
