# temperatura,vacuo,energia_knn,energia_rnn,energia_lr
21.95,68.08,443.98,443.91,446.01
26.65,63.78,440.52,441.48,439.38
12.57,39.30,473.67,473.67,471.40
15.67,41.10,463.45,464.38,465.52
27.97,69.48,432.18,432.18,435.27
13.76,45.87,463.50,463.50,467.23
26.91,70.47,434.24,434.24,436.76
25.18,71.98,432.88,432.88,439.22
23.27,64.15,446.68,445.30,445.03
23.20,73.17,438.73,438.49,442.22
18.55,52.84,450.23,450.23,456.78
7.23,41.22,483.75,482.75,479.89
7.30,39.72,483.31,483.50,480.26
13.93,39.64,470.84,470.84,468.97
20.33,57.76,450.25,450.25,452.14
32.20,72.29,432.52,432.52,427.13
13.16,43.41,465.60,465.60,469.05
27.26,73.18,429.92,429.92,435.28
12.45,43.67,470.80,470.11,470.18
12.04,40.23,473.87,473.40,472.00
28.12,73.42,434.87,433.43,433.73
27.21,67.45,436.47,436.47,437.23
26.97,64.45,441.43,441.52,438.62
26.99,72.99,430.81,430.81,435.80
21.25,67.71,444.98,444.98,447.32
30.33,68.67,434.57,433.29,431.51
15.37,50.59,463.35,463.35,462.94
25.80,44.57,450.48,450.48,447.09
24.97,68.61,444.90,439.62,440.68
15.98,39.64,467.22,467.22,465.47
24.82,71.94,438.69,438.69,439.85
21.32,45.01,452.75,452.75,454.60
8.28,40.56,486.40,486.40,478.31
27.22,67.90,438.03,436.33,437.07
26.94,62.91,449.10,449.10,439.17
18.86,46.48,452.00,452.00,458.32
9.61,44.03,473.54,473.54,474.91
26.20,65.18,440.07,440.07,439.69
12.31,44.78,468.29,468.29,470.06
16.48,48.92,458.67,458.67,461.59
14.07,42.99,469.37,467.38,467.64
25.19,63.94,441.69,442.90,441.82
15.41,42.44,472.28,472.28,465.53
13.16,43.71,469.06,469.06,468.96
18.63,45.87,457.66,458.10,458.91
16.94,50.59,460.64,460.64,460.26
14.85,45.87,462.67,462.67,465.37
24.56,63.21,444.34,444.34,443.14
23.13,72.24,437.67,437.67,442.64
26.84,71.94,432.00,432.71,436.40
9.36,44.03,474.68,474.68,475.34
30.19,64.79,438.41,438.41,433.01
14.78,42.86,471.17,471.17,466.47
18.60,68.28,446.98,446.98,451.66
7.19,39.40,483.04,483.04,480.55
29.15,73.42,432.26,432.26,431.97
15.23,37.87,464.02,464.02,467.32
9.19,41.01,478.17,478.05,476.61
16.38,46.97,459.87,459.87,462.40
18.23,60.95,455.53,455.53,454.68
24.62,70.47,435.88,435.88,440.67
5.72,39.33,486.66,486.26,483.09
23.19,67.07,442.45,442.45,444.22
13.21,40.56,472.53,470.13,469.90
9.77,34.69,477.64,477.71,477.68
30.82,70.36,433.90,433.68,430.12
23.63,58.62,446.88,445.49,446.22
24.66,48.78,449.11,449.11,447.67
8.83,41.14,478.49,478.55,477.19
14.79,46.48,462.55,462.55,465.27
3.69,38.44,489.15,488.51,486.84
24.03,66.54,438.78,440.29,442.96
13.23,42.34,462.21,462.21,469.28
25.79,67.17,438.44,438.38,439.75
25.72,59.21,441.28,442.17,442.46
11.80,41.54,473.00,472.85,471.98
16.52,42.24,460.52,463.35,463.70
23.51,63.78,446.58,446.58,444.74
25.25,58.46,444.05,444.05,443.51
19.82,58.16,455.50,455.50,452.88
11.73,37.92,472.39,472.39,473.28
27.96,73.42,434.68,433.28,434.01
25.59,72.43,432.49,432.49,438.38
22.61,59.87,441.20,441.20,447.55
23.03,65.12,447.84,447.84,445.13
26.38,44.89,447.16,445.67,446.00
31.52,76.20,432.88,433.47,427.02
20.36,60.10,454.25,454.25,451.32
13.55,43.48,465.56,467.53,468.36
25.44,61.25,441.77,441.77,442.27
11.09,41.58,477.53,474.74,473.18
25.36,60.07,441.61,442.19,442.79
30.68,71.80,435.40,435.40,429.89
25.48,60.29,443.77,443.77,442.52
29.79,62.66,438.34,439.36,434.39
8.37,39.99,479.92,480.21,478.35
8.49,43.69,481.69,480.92,476.94
26.85,74.16,433.34,434.35,435.66
29.34,71.98,430.44,432.61,432.12
21.11,58.12,449.65,448.97,450.69
21.12,62.96,450.33,448.86,449.09
15.03,35.71,467.61,467.61,468.37
23.74,62.96,449.48,449.48,444.62
32.96,69.75,435.56,435.56,426.66
20.23,52.05,457.57,457.57,454.17
22.46,58.33,445.90,445.90,448.31
11.54,45.00,482.34,482.34,471.30
24.62,68.31,444.47,440.43,441.37
10.12,41.55,475.46,475.46,474.85
15.67,38.62,463.17,463.17,466.33
21.96,48.60,447.86,447.71,452.34
11.82,41.54,476.97,476.97,471.95
19.80,51.19,446.66,446.66,455.18
22.32,64.27,446.62,446.62,446.62
19.75,49.02,453.93,452.89,455.97
25.48,65.12,447.85,447.85,440.94
14.84,42.03,467.15,465.97,466.63
21.38,49.21,451.32,450.03,453.13
18.67,47.83,454.14,453.90,458.20
26.27,58.33,438.82,438.82,441.81
27.23,63.90,443.61,443.61,438.35
20.87,63.31,446.68,448.03,449.41
19.40,39.53,459.15,458.83,459.66
21.97,65.61,447.05,447.05,446.78
17.16,40.55,461.58,461.58,463.15
13.62,42.34,465.70,466.85,468.62
13.90,44.00,467.40,467.31,467.60
9.45,39.04,479.25,478.23,476.81
23.66,62.08,447.06,447.06,445.04
26.91,70.02,433.98,434.59,436.91
23.04,74.99,437.65,437.65,441.90
26.93,67.07,437.76,437.76,437.83
24.59,60.37,438.09,438.09,444.01
34.63,74.33,427.71,428.08,422.32
20.48,60.29,455.51,455.51,451.06
26.55,60.23,438.95,438.95,440.71
10.74,43.67,477.32,477.32,473.10
12.28,43.67,475.08,475.08,470.47
10.80,41.66,471.83,474.61,473.65
26.26,71.73,431.88,433.16,437.46
24.90,71.77,427.77,427.77,439.77
28.41,74.16,439.20,439.20,433.00
22.72,63.73,445.01,445.68,446.11
33.40,69.98,432.51,432.43,425.84
26.35,59.87,447.26,447.26,441.17
24.58,49.02,442.47,442.47,447.72
12.76,42.32,466.15,466.15,470.09
9.64,39.85,478.37,478.37,476.22
10.91,41.04,473.51,475.03,473.67
12.27,41.17,474.36,474.36,471.30
28.40,74.93,442.23,442.23,432.76
11.04,45.51,476.76,474.38,471.99
20.75,60.77,447.96,447.84,450.44
21.31,69.05,442.83,443.75,446.78
25.40,65.34,445.82,445.82,441.01
25.95,65.61,443.88,443.88,439.98
27.44,65.59,440.65,439.51,437.44
18.42,58.95,449.91,450.94,455.01
17.48,46.21,455.35,455.35,460.76
13.87,49.83,462.46,462.46,465.75
10.06,39.61,478.35,478.35,475.58
23.21,62.44,442.47,442.47,445.69
21.44,60.32,448.84,448.84,449.41
26.73,68.84,432.64,435.27,437.60
30.96,64.44,437.56,438.62,431.81
14.60,44.84,464.88,464.88,466.13
20.28,63.86,448.12,448.59,450.23
15.47,38.73,461.67,464.75,466.63
11.71,40.05,471.49,471.49,472.62
25.77,68.08,435.30,436.88,439.48
18.13,66.86,454.85,454.85,452.93
11.20,35.76,473.33,473.33,474.89
9.78,43.80,477.22,477.22,474.70
23.85,74.22,439.35,438.95,440.76
16.70,50.66,459.22,458.45,460.65
28.41,66.91,434.19,436.01,435.36
29.64,67.79,440.74,440.74,432.97
24.39,71.85,435.42,436.00,440.61
32.39,74.16,431.17,431.17,426.20
31.56,66.44,430.10,431.35,430.13
17.72,48.14,453.85,454.27,459.73
30.85,67.45,430.80,430.80,431.01
13.19,39.18,472.68,471.07,470.38
33.79,69.05,428.63,430.34,425.47
13.99,45.00,472.55,472.55,467.12
24.78,57.19,443.62,443.62,444.72
17.82,56.89,456.85,455.18,456.71
24.90,67.25,441.57,439.77,441.24
11.46,44.85,473.53,472.78,471.49
28.68,70.32,435.67,434.53,433.79
18.20,45.01,463.49,460.66,459.93
23.50,50.78,445.09,445.09,449.00
10.34,41.74,480.84,480.84,474.41
15.64,38.28,466.51,466.51,466.49
13.55,42.99,470.82,470.82,468.52
26.18,68.08,434.95,436.47,438.78
10.81,45.00,477.77,476.01,472.55
28.09,65.27,440.00,440.00,436.44
25.32,61.25,436.67,436.67,442.48
29.23,72.99,431.00,431.00,431.98
9.00,43.13,481.09,481.09,476.25
17.29,52.72,467.23,467.23,458.97
13.92,39.58,467.46,468.32,469.00
30.15,72.51,443.72,443.72,430.56
23.96,51.30,451.11,451.11,448.04
17.34,44.06,461.37,461.12,461.70
14.02,44.47,465.93,465.93,467.24
29.12,74.87,435.51,435.51,431.55
10.22,39.64,478.38,476.86,475.30
27.74,74.78,436.87,436.87,433.94
16.50,39.72,459.06,459.06,464.55
20.46,59.21,447.31,449.17,451.44
27.51,71.29,430.42,430.42,435.47
13.10,49.83,466.08,466.08,467.06
31.07,70.32,436.16,436.16,429.70
10.79,43.56,479.64,479.64,473.05
22.57,63.94,443.58,443.58,446.30
33.63,70.40,430.05,430.05,425.31
22.56,47.43,447.73,447.86,451.69
20.65,41.67,462.52,461.13,456.83
24.31,65.94,442.69,442.69,442.67
25.61,47.43,443.70,443.58,446.48
9.41,41.54,481.59,481.59,476.07
6.61,36.24,483.12,483.12,482.57
13.53,38.73,472.46,472.46,469.95
10.20,41.46,480.11,476.80,474.74
9.26,39.61,480.00,478.58,476.95
12.02,43.69,477.74,477.74,470.91
14.74,43.71,465.49,465.49,466.26
8.35,43.79,480.87,481.10,477.14
19.35,39.72,455.29,455.29,459.68
26.74,69.89,436.02,436.02,437.24
12.17,41.58,463.03,463.03,471.34
13.91,39.35,469.02,469.02,469.09
16.15,41.85,466.56,466.56,464.46
28.31,50.05,436.75,436.75,441.02
32.87,70.80,433.10,433.10,426.47
29.48,73.21,429.67,432.17,431.48
29.23,69.59,437.95,437.95,433.08
7.71,40.71,471.38,471.38,479.24
26.00,70.47,435.05,435.05,438.31
31.41,74.16,431.83,432.54,427.87
5.28,45.87,479.91,479.91,481.71
10.19,44.63,472.45,472.45,473.73
10.35,40.27,477.80,477.80,474.87
13.72,54.30,467.05,467.05,464.55
10.96,37.50,471.05,471.05,474.74
19.36,39.54,460.01,459.44,459.73
31.23,75.08,439.14,439.14,427.88
32.77,71.32,436.95,436.95,426.48
23.35,71.77,438.53,438.31,442.42
24.99,51.43,445.44,446.20,446.24
26.53,69.71,446.17,446.17,437.66
18.62,65.48,450.19,450.74,452.54
16.72,53.82,458.25,458.25,459.58
21.07,67.07,446.05,446.05,447.84
31.08,59.57,440.08,440.08,433.19
22.85,60.08,442.04,444.24,447.08
22.99,56.57,441.33,445.08,447.98
11.12,44.92,474.50,474.34,472.05
16.63,43.77,463.22,462.32,463.01
28.85,59.27,442.83,441.57,437.09
29.97,70.32,431.66,433.69,431.58
30.73,69.89,426.79,426.79,430.43
27.17,61.02,444.86,442.77,439.39
30.15,69.88,435.78,434.17,431.42
13.18,40.83,471.46,470.04,469.86
28.44,69.84,434.73,434.60,434.35
34.40,77.95,430.87,430.87,421.53
23.10,60.08,444.49,444.19,446.65
28.08,59.14,438.83,438.83,438.45
30.92,80.18,432.35,432.35,426.75
26.47,69.51,433.89,433.89,437.82
7.97,39.04,483.30,483.30,479.34
30.07,70.98,437.55,437.55,431.20
20.31,69.94,446.87,446.87,448.20
13.65,39.28,471.12,469.71,469.56
24.10,60.29,442.00,442.65,444.87
32.23,69.13,431.85,432.50,428.11
17.69,44.34,464.13,464.13,461.01
5.42,41.38,491.38,491.38,482.93
32.89,73.68,426.46,426.46,425.50
26.59,59.92,438.22,438.22,440.74
28.74,71.14,430.12,430.12,433.42
9.00,36.30,477.84,478.15,478.47
18.50,46.93,454.12,454.52,458.79
32.21,71.85,429.15,429.15,427.26
18.31,46.21,455.40,457.51,459.35
27.14,64.27,441.68,441.68,438.39
26.22,49.82,450.05,447.86,444.66
22.72,69.84,438.03,439.34,444.12
10.63,42.28,474.32,475.00,473.74
19.39,51.43,456.25,456.25,455.80
26.85,73.77,431.24,431.24,435.79
9.74,41.01,465.80,465.80,475.68
16.34,42.28,461.13,463.55,463.99
18.36,62.10,453.50,453.50,454.09
8.03,37.80,481.97,482.10,479.64
7.34,40.72,483.92,483.92,479.87
28.17,72.43,428.88,428.88,433.97
23.92,66.54,441.90,441.90,443.15
12.17,40.60,473.76,473.76,471.66
29.13,70.72,432.98,433.83,432.89
26.09,60.29,444.71,444.71,441.48
19.08,41.10,459.21,460.46,459.70
20.50,51.19,449.90,450.86,453.99
23.00,49.50,443.85,445.11,450.27
26.08,70.32,434.24,434.24,438.23
31.27,69.13,430.25,432.33,429.75
25.69,73.18,433.16,433.63,437.96
10.16,40.80,477.49,477.49,475.03
30.49,70.32,432.11,433.60,430.69
28.45,69.23,436.96,436.96,434.53
22.04,58.05,447.28,447.28,449.12
13.18,40.03,470.88,470.88,470.12
31.41,76.09,430.81,430.81,427.24
11.30,25.36,469.52,469.88,478.11
24.22,68.51,445.60,441.54,441.99
16.21,41.23,463.09,463.09,464.56
14.55,41.70,464.24,465.97,467.24
15.04,41.35,465.84,465.58,466.51
22.21,61.50,445.77,445.77,447.71
30.16,73.17,430.16,431.41,430.33
13.34,41.79,461.12,461.12,469.27
21.18,70.02,442.51,442.51,446.69
8.54,38.08,482.36,481.10,478.68
12.20,39.72,472.43,473.28,471.89
13.47,44.88,476.67,476.67,468.05
16.73,43.79,461.57,461.78,462.83
17.99,50.16,451.30,453.62,458.61
20.10,58.95,450.89,449.89,452.14
20.82,52.84,449.86,450.99,452.90
14.28,42.77,467.81,466.84,467.35
15.31,40.66,461.70,465.01,466.28
12.62,34.03,471.55,471.55,473.03
16.10,36.71,465.13,465.95,466.22
14.46,45.87,458.69,458.69,466.03
13.96,40.92,460.95,460.95,468.50
24.54,48.06,445.61,445.83,448.11
31.27,73.77,430.32,430.32,428.24
27.15,73.90,432.46,433.80,435.23
31.21,66.44,430.70,430.70,430.73
9.48,44.68,478.86,478.18,474.92
21.16,65.48,446.37,446.37,448.20
21.87,61.45,445.21,445.21,448.30
15.35,35.40,468.33,468.32,467.92
16.07,47.83,458.18,458.18,462.64
31.20,73.17,433.41,432.14,428.55
27.71,66.93,440.23,437.52,436.55
6.98,40.35,485.86,483.72,480.60
28.54,76.86,433.35,433.35,431.89
10.22,45.01,475.75,476.08,473.55
11.87,36.43,472.77,472.45,473.53
23.21,74.22,440.01,439.91,441.86
25.95,59.92,443.07,442.35,441.84
11.21,40.75,479.20,479.20,473.25
32.45,66.44,429.99,429.99,428.61
19.09,65.94,446.34,446.34,451.59
24.04,60.77,442.25,442.25,444.82
25.10,74.87,439.93,439.93,438.42
27.04,65.06,439.84,439.84,438.30
14.40,42.18,464.81,464.81,467.34
26.60,63.07,442.25,442.25,439.70
5.25,42.85,477.78,477.78,482.74
19.97,50.78,446.57,446.57,455.02
22.23,46.93,448.27,448.27,452.42
8.67,36.66,477.96,478.98,478.92
22.08,55.50,455.79,455.79,449.88
5.56,45.87,478.82,478.85,481.23
11.02,38.28,472.11,472.11,474.38
16.52,43.70,464.09,462.74,463.22
27.54,74.22,430.72,430.72,434.46
15.79,38.28,461.26,464.18,466.23
31.45,68.27,430.81,430.81,429.72
21.80,51.30,450.25,450.25,451.73
23.25,72.99,438.51,438.51,442.19
19.46,46.33,452.11,452.11,457.34
26.86,70.47,434.59,434.59,436.84
25.44,65.06,440.09,440.09,441.03
28.35,70.32,427.21,427.21,434.35
14.81,43.70,463.72,465.21,466.14
6.07,38.91,483.56,483.56,482.63
22.77,59.92,437.90,437.90,447.27
16.31,68.28,450.33,450.33,455.57
30.93,61.50,440.39,440.36,432.82
29.31,64.84,442.11,442.11,434.49
26.05,65.27,444.74,442.40,439.92
25.69,62.26,441.00,442.13,441.52
22.10,65.06,442.18,442.18,446.74
11.00,40.23,475.90,475.90,473.78
33.26,68.51,429.38,429.38,426.55
11.91,40.69,476.71,476.71,472.07
24.23,59.04,443.06,443.06,445.06
24.35,73.17,438.20,436.74,440.25
26.65,74.16,434.62,434.73,436.00
28.24,65.74,438.47,438.47,436.03
24.79,75.60,440.05,440.05,438.71
24.43,60.07,444.71,444.71,444.38
9.16,41.03,484.96,484.96,476.66
2.64,39.64,485.81,486.81,488.25
11.70,41.16,464.12,464.12,472.28
15.93,52.75,457.92,457.92,461.28
18.41,42.04,465.64,465.64,460.53
18.07,44.92,457.53,457.53,460.18
12.82,41.58,468.11,469.59,470.23
8.25,43.14,479.95,479.95,477.53
16.99,40.89,464.95,464.95,463.33
27.46,69.98,431.45,433.87,435.98
21.11,58.66,457.89,457.89,450.51
14.66,40.73,459.23,459.23,467.36
26.19,69.34,433.99,433.99,438.36
20.89,67.71,445.39,445.39,447.94
25.16,57.17,442.03,442.03,444.08
31.15,67.45,431.97,431.97,430.50
9.63,40.27,477.65,477.09,476.10
14.15,39.28,471.23,471.23,468.71
25.77,73.68,429.84,429.84,437.66
24.46,68.61,440.58,440.58,441.55
26.21,56.85,439.55,439.55,442.39
30.55,66.25,431.34,433.69,431.92
14.13,41.23,466.16,466.97,468.11
3.73,39.42,488.58,488.58,486.46
24.79,59.21,446.04,446.04,444.05
16.57,63.31,454.78,454.78,456.75
26.86,68.08,436.25,436.25,437.62
22.09,65.59,447.28,447.28,446.58
29.12,66.51,432.88,432.88,434.28
14.45,43.34,462.16,462.16,466.87
11.58,41.74,478.06,478.06,472.30
32.55,73.03,432.47,432.26,426.29
31.79,76.20,433.83,434.09,426.56
19.70,52.84,444.64,444.64,454.81
11.22,41.66,477.53,477.53,472.94
21.83,63.87,447.28,447.14,447.58
29.60,71.94,429.02,429.02,431.69
28.07,74.33,428.87,428.87,433.52
10.12,38.38,477.73,477.73,475.88
9.84,40.72,477.52,477.52,475.60
15.41,44.78,462.60,463.87,464.76
22.64,70.98,441.99,441.99,443.89
13.53,42.86,471.73,471.73,468.60
8.94,36.71,478.65,478.59,478.44
23.72,58.62,445.94,444.75,446.07
21.26,50.32,446.22,446.22,452.97
10.23,42.32,473.59,473.59,474.41
7.64,38.18,484.30,483.89,480.18
14.92,41.16,465.72,465.72,466.78
27.62,68.27,438.27,436.42,436.26
10.56,40.22,478.52,476.33,474.53
17.90,52.08,451.94,451.94,458.14
29.41,64.05,444.82,444.82,434.58
17.68,45.17,461.96,461.96,460.76
23.56,49.16,443.02,443.02,449.42
25.01,68.63,447.12,447.12,440.60
29.95,67.25,433.13,433.13,432.62
22.36,64.15,446.16,446.57,446.59
17.36,41.23,459.10,459.10,462.59
10.05,40.71,471.68,471.68,475.24
21.94,62.52,449.87,449.87,447.84
20.15,39.72,456.87,456.87,458.32
7.31,42.18,477.38,477.38,479.44
21.70,64.44,448.51,448.51,447.62
4.86,39.40,488.63,488.63,484.53
15.52,41.93,471.97,471.97,465.51
6.94,39.61,484.18,484.25,480.91
19.11,44.85,461.98,460.41,458.42
16.84,56.03,437.14,437.14,458.66
11.63,40.55,474.42,474.34,472.60
21.24,44.30,448.39,453.74,454.97
15.47,46.48,462.58,462.58,464.11
29.42,69.14,437.75,437.75,432.91
14.33,42.86,468.53,466.82,467.23
18.75,63.09,450.98,450.98,453.10
12.50,43.67,471.30,470.13,470.10
28.98,70.80,433.58,433.88,433.12
4.41,42.07,488.36,488.36,484.43
16.61,43.77,463.19,462.37,463.04
5.28,42.07,486.56,485.19,482.95
9.83,38.56,480.47,480.47,476.32
14.28,37.20,469.06,468.10,469.16
32.87,71.32,433.15,433.15,426.30
26.82,66.51,439.48,439.48,438.20
30.56,69.04,442.24,442.24,430.99
18.24,59.15,449.48,449.48,455.25
22.18,62.91,449.77,449.77,447.30
8.44,41.17,486.15,486.15,477.84
13.74,45.08,467.43,467.41,467.52
11.02,41.26,471.93,471.93,473.41
19.60,48.14,456.57,456.57,456.52
26.03,69.68,435.74,435.52,438.52
20.71,49.69,453.30,451.93,454.12
21.67,61.45,446.49,446.60,448.65
19.13,42.18,456.04,456.04,459.26
27.79,69.23,435.06,435.06,435.66
6.08,35.79,483.89,484.14,483.63
29.56,71.14,432.53,433.17,432.02
15.84,41.04,456.21,456.21,465.25
30.93,69.98,435.65,434.03,430.05
20.45,59.80,452.96,452.96,451.27
11.10,40.92,476.62,474.96,473.38
17.06,58.96,461.15,461.15,457.33
26.47,63.13,441.81,441.81,439.90
25.03,47.93,443.55,443.55,447.31
8.85,41.06,479.12,478.52,477.18
16.74,41.16,462.72,463.06,463.67
6.80,41.16,477.80,477.80,480.65
24.26,68.14,438.79,438.79,442.04
17.98,60.10,452.57,452.57,455.39
22.97,72.24,437.91,438.36,442.91
17.99,43.72,457.16,459.64,460.70
29.29,70.36,431.26,431.26,432.73
15.28,43.71,463.44,463.44,465.34
14.16,40.89,471.15,471.15,468.17
25.06,52.36,454.13,454.13,445.82
18.97,44.85,466.17,466.17,458.66
29.04,70.72,434.53,434.23,433.04
19.72,47.03,456.46,454.24,456.67
15.63,44.90,457.44,457.44,464.35
12.19,40.05,472.24,472.80,471.80
16.30,41.16,462.26,463.26,464.42
14.80,44.71,470.77,470.77,465.83
24.63,59.57,440.67,440.67,444.20
12.32,43.69,471.92,470.54,470.40
5.53,40.64,479.88,479.88,482.98
13.11,41.44,471.61,471.61,469.78
25.12,77.95,438.11,437.94,437.38
14.84,71.14,458.51,458.39,457.15
25.24,67.45,440.28,438.99,440.59
12.87,39.30,469.51,469.51,470.89
19.25,43.43,456.57,458.66,458.65
15.11,43.13,465.97,465.21,465.81
29.23,77.30,433.06,433.37,430.57
12.60,40.35,475.42,475.42,471.01
7.91,38.56,485.95,485.95,479.60
23.45,45.61,452.32,451.59,450.77
32.10,69.98,431.09,431.09,428.06
16.25,40.89,464.33,464.33,464.60
23.27,68.28,442.04,441.67,443.69
17.01,50.90,459.99,458.59,460.04
8.76,41.82,480.08,480.08,477.08
27.35,60.75,445.03,442.02,439.17
10.51,37.50,474.24,474.24,475.50
23.56,66.49,439.04,440.79,443.78
29.24,60.23,438.24,438.24,436.12
29.86,69.34,433.57,433.57,432.09
29.10,76.20,436.19,435.23,431.15
11.38,52.75,468.37,468.25,469.05
29.53,64.44,440.70,439.53,434.25
8.48,36.18,480.63,480.63,479.40
24.91,69.89,437.31,437.10,440.36
26.46,61.41,444.69,443.22,440.48
16.61,25.88,460.97,460.97,468.87
11.77,40.92,473.49,473.51,472.24
19.10,56.53,455.52,455.52,454.64
9.19,40.62,477.99,477.93,476.74
13.53,42.03,465.49,467.68,468.87
14.94,42.77,460.51,460.51,466.22
29.05,70.32,430.92,433.40,433.15
15.27,38.73,462.32,465.37,466.97
25.96,60.95,442.42,442.42,441.48
15.75,39.99,460.37,464.31,465.74
23.69,77.54,440.21,440.21,439.96
11.92,40.55,473.82,473.52,472.10
28.54,72.99,436.24,433.16,433.16
13.72,45.01,464.59,464.59,467.58
6.10,40.07,489.20,486.22,482.20
12.64,41.26,469.05,470.53,470.64
17.14,58.16,458.61,458.61,457.45
25.43,69.13,431.53,431.53,439.72
12.78,41.04,465.38,470.36,470.47
21.17,52.30,444.50,444.50,452.48
31.19,70.94,436.60,436.60,429.30
12.42,43.80,466.59,466.59,470.19
29.62,70.02,439.35,439.35,432.28
16.29,50.88,456.28,456.28,461.28
12.33,39.28,476.49,476.49,471.82
26.80,72.58,428.62,428.62,436.26
13.63,43.22,464.62,464.62,468.31
27.47,70.72,436.01,434.20,435.72
24.47,57.85,445.37,445.37,445.04
13.46,39.85,473.99,470.36,469.70
11.78,39.96,474.37,474.03,472.53
10.42,39.35,478.52,478.52,475.05
4.49,40.27,494.24,494.24,484.88
25.45,63.76,439.56,439.56,441.44
21.29,47.45,451.49,450.80,453.85
22.65,68.67,447.01,447.01,444.62
11.06,41.50,476.24,476.24,473.26
25.56,75.60,442.20,442.20,437.39
24.51,51.95,448.37,447.36,446.89
25.76,71.06,433.88,434.54,438.53
17.85,48.14,453.93,454.04,459.50
13.83,39.64,472.95,472.95,469.14
31.38,72.29,430.58,430.58,428.53
18.39,38.52,453.89,453.89,461.72
17.79,45.01,454.40,454.40,460.63
23.57,63.91,441.93,441.93,444.60
12.03,40.75,474.97,474.97,471.85
26.82,69.05,437.42,437.42,437.38
21.76,60.27,446.86,446.86,448.88
31.23,68.67,436.58,436.58,429.97
9.98,41.01,466.05,466.05,475.27
12.86,40.60,472.04,472.04,470.48
31.49,73.50,432.13,432.13,427.95
9.08,36.18,477.26,477.26,478.38
24.72,77.54,438.52,438.52,438.20
21.49,70.32,443.04,443.04,446.06
25.20,63.76,441.46,442.80,441.87
18.39,52.08,454.95,455.76,457.30
30.58,65.18,437.61,436.97,432.22
30.20,56.90,436.17,436.17,435.56
23.59,47.43,450.65,447.49,449.93
28.61,52.84,437.39,437.39,439.60
14.82,42.74,463.54,465.09,466.44
31.70,76.09,441.36,441.36,426.75
7.69,36.24,482.46,482.46,480.73
21.79,60.93,443.01,443.01,448.61
10.11,41.62,468.39,474.19,474.84
12.25,44.85,470.92,470.92,470.14
21.04,65.46,447.45,447.89,448.42
17.01,49.15,458.78,458.78,460.61
18.03,58.86,450.33,450.33,455.70
30.40,77.30,438.43,438.43,428.58
28.28,56.90,445.61,445.61,438.84
28.60,71.22,443.01,443.01,433.63
11.08,38.16,473.80,474.31,474.32
11.68,40.55,474.97,474.97,472.51
23.54,65.27,445.19,445.19,444.21
14.32,44.60,466.36,466.36,466.68
27.31,59.54,440.13,440.13,439.64
30.06,69.14,436.89,436.89,431.81
18.74,44.34,457.64,459.27,459.22
25.93,66.56,436.12,438.62,439.71
27.71,54.20,443.51,443.51,440.69
20.15,65.59,449.84,449.84,449.89
26.69,59.21,440.29,441.83,440.80
16.26,38.58,462.54,462.54,465.33
29.05,75.60,439.14,439.14,431.43
14.10,48.92,461.34,461.34,465.65
19.70,54.42,456.20,455.45,454.30
8.57,39.69,480.41,480.01,478.10
10.41,41.01,473.79,475.55,474.53
14.55,42.74,466.20,466.13,466.90
31.49,69.13,425.74,425.74,429.37
26.12,75.60,439.68,439.68,436.44
7.00,39.81,484.51,484.51,480.75
11.15,41.26,473.57,473.57,473.19
14.27,44.34,465.53,466.37,466.85
15.34,43.50,459.77,459.77,465.30
25.16,60.23,441.73,442.16,443.08
11.92,40.62,474.52,473.59,472.08
22.30,67.25,453.27,453.27,445.68
29.42,71.32,437.47,437.47,432.20
12.42,41.58,466.05,466.05,470.91
31.42,69.13,425.98,425.98,429.49
21.90,63.13,447.40,447.40,447.71
29.83,68.67,434.28,434.28,432.36
4.32,35.47,488.03,488.03,486.74
24.22,56.89,440.79,440.79,445.78
27.04,48.41,439.69,440.88,443.72
23.75,66.54,436.57,436.57,443.44
7.67,42.85,478.94,478.94,478.61
9.70,37.14,475.71,476.34,477.00
16.16,25.88,461.86,461.86,469.64
7.48,38.50,488.43,488.43,480.35
5.15,40.07,490.10,487.09,483.82
18.81,52.08,455.30,454.96,456.58
27.88,75.23,439.33,439.33,433.55
13.14,40.66,472.95,470.50,469.98
30.51,59.57,439.97,440.12,434.16
8.73,41.92,480.99,480.99,477.10
13.83,41.49,469.57,469.57,468.53
