temperatura,vacuo,energia
12.64,40.69,474.08
31.88,67.32,436.64
10.39,40.22,479.14
16.07,65.46,450.54
30.39,70.98,435.48
24.37,68.14,440.22
31.01,73.5,432.41
29.28,77.17,433.14
31.54,72.58,427.31
21.71,60.27,441.19
14.2,42.86,468.63
23.36,65.18,436.39
14.77,48.06,461.52
26.85,75.6,433.48
22.55,70.79,436.43
25.56,74.99,433.63
25.49,47.45,444.52
12.24,44.9,464.25
26.59,69.13,430.11
18.4,43.96,464.63
17.51,58.86,453.2
10.59,41.93,479.85
14.64,39.31,462.72
7.14,44.71,487.71
27.6,69.34,440.6
26.54,71.98,431.78
17.66,60.08,456.62
21.12,63.91,447.64
27.27,72.24,432.35
16.64,39.64,463.49
19.8,58.79,449.66
28.86,73.67,431.15
6.81,37.49,482.21
25.16,68.08,435.78
25.67,69.88,441.35
25.45,63.76,439.56
11.37,40.56,478.88
27.51,73.67,431.97
27.63,64.96,434.22
21.87,61.45,445.21
32.91,73.56,434.03
33.62,77.17,431.03
7.55,38.08,485.49
8.76,40.96,483.79
23.48,64.15,450.89
30.73,69.89,426.79
28.92,66.51,439.09
12.19,41.17,475.64
24.81,59.87,444.89
5.97,40.35,489.03
19.04,50.12,446.59
12.31,41.06,475.76
23.34,73.5,441.14
18.42,60.1,451.93
28.64,66.54,437.97
23.48,49.16,445.72
4.88,40.27,491.29
22.69,54.2,444.26
7.97,38.5,487.19
27.34,71.64,438.76
9.41,40.43,492.88
12.8,41.16,462.72
14.66,41.76,463.6
29.71,73.18,427.04
25.43,69.13,431.53
14.54,43.14,465.45
27.06,61.41,452.85
13.72,45.09,466.24
22.69,54.2,444.26
9.15,44.03,474.26
18.48,58.59,452.52
22.64,58.66,449.79
14.58,42.07,460.66
26.35,59.44,443.73
31.23,66.75,433.9
23.18,51.43,449.94
15.16,40.73,459.19
24.28,71.98,432.47
6.06,41.17,489.62
14.58,41.92,462.69
30.08,73.42,434.95
31.07,70.32,436.16
15.43,41.1,467.21
33.3,80.18,430.16
7.09,43.65,483.42
14.02,41.78,465.87
29.29,70.02,438.84
21.44,60.32,448.84
21.9,55.5,456.52
24.09,73.68,441.34
26.88,59.21,437.11
24.9,67.25,433.71
12.82,43.5,471.41
14.77,44.47,464.25
15.82,44.2,460.2
18.75,63.09,450.98
27.33,52.84,438.97
32.95,67.9,425.89
15.55,43.02,466.2
31.01,67.83,429.46
10.48,40.0,478.86
12.24,34.03,474.18
22.79,50.78,447.12
9.82,36.18,475.21
18.61,67.71,443.57
9.43,37.14,473.57
24.56,63.21,444.34
16.97,39.16,458.59
20.29,49.69,454.74
4.49,40.27,494.24
8.03,40.07,488.02
15.54,41.96,467.1
21.94,64.15,453.3
18.96,44.58,461.96
21.49,70.32,443.04
27.94,63.07,441.0
25.7,69.45,437.04
23.82,64.15,447.37
15.42,40.56,469.33
31.4,71.06,433.34
21.96,71.85,441.52
10.38,41.01,465.9
18.89,63.09,450.0
20.53,49.16,444.69
13.26,42.99,472.52
15.11,42.99,466.25
22.54,61.27,450.01
19.98,60.77,448.46
26.45,74.33,433.16
23.05,65.94,442.39
26.39,49.16,442.87
29.68,64.33,441.79
24.37,63.47,445.6
13.64,43.71,468.85
13.68,45.08,467.02
16.17,41.79,454.72
5.81,45.87,479.66
31.71,69.04,441.15
22.32,64.27,446.62
28.84,74.9,436.42
26.75,69.45,434.57
13.69,40.83,471.26
32.25,77.54,430.86
11.62,39.72,471.56
13.21,40.56,475.86
3.73,39.42,488.58
30.36,74.87,435.31
12.15,43.71,472.59
21.24,44.3,444.0
12.68,40.73,465.94
19.43,52.9,458.46
14.7,48.6,460.63
6.57,43.65,481.46
14.65,44.84,467.18
31.97,79.74,435.99
13.45,41.16,460.57
7.1,35.77,480.36
17.78,50.66,456.11
22.7,59.92,436.7
30.09,64.96,430.3
10.19,37.14,475.01
30.22,68.3,434.3
31.17,69.51,428.94
13.61,41.74,471.79
11.05,40.71,479.59
14.05,40.35,475.54
29.29,70.02,438.84
27.82,52.84,440.31
19.4,39.53,457.17
26.26,73.06,435.41
22.41,66.56,435.75
13.45,43.14,474.1
13.85,48.06,462.39
24.91,64.45,450.84
25.25,58.46,444.05
24.34,70.79,433.83
13.97,45.01,461.96
23.34,59.14,439.6
24.86,72.39,440.85
7.38,44.71,486.91
24.56,63.21,444.34
15.61,40.89,467.3
17.12,48.6,454.47
12.91,42.07,466.05
23.39,64.63,449.27
15.97,52.72,462.64
21.78,47.43,446.79
26.65,74.16,431.47
25.42,66.05,442.6
12.99,41.93,472.95
16.44,53.82,462.09
10.57,37.73,474.65
23.93,65.59,444.9
6.08,35.79,483.08
31.12,67.69,425.21
12.87,39.3,467.54
27.41,59.21,438.39
27.55,63.13,440.75
27.98,71.98,428.44
25.82,59.43,436.67
25.16,57.17,442.03
23.29,49.3,442.11
15.17,49.15,461.89
20.01,56.65,457.01
31.25,68.94,434.51
15.54,41.96,467.1
28.95,73.4,440.67
13.84,44.9,463.27
28.54,76.86,433.35
19.46,42.04,466.24
10.84,39.18,474.49
12.37,46.97,464.4
19.22,65.06,446.98
11.02,38.28,472.11
29.69,47.93,438.09
6.15,40.07,494.3
28.85,58.33,444.0
24.01,50.16,443.03
10.63,42.28,474.97
11.82,41.17,475.61
25.52,63.94,440.32
32.21,70.94,430.06
13.92,41.16,454.15
8.33,39.72,479.12
15.84,41.66,465.5
18.5,47.03,460.08
22.69,65.18,441.18
16.5,39.72,459.06
13.11,41.44,471.61
22.98,73.17,438.5
26.51,70.32,431.82
7.87,41.17,486.2
29.47,71.32,437.14
24.26,61.02,442.86
8.51,41.26,477.51
13.65,39.28,471.91
23.63,60.37,440.74
25.2,59.21,444.16
28.76,66.56,432.3
34.76,68.94,427.42
24.1,71.97,443.09
21.74,70.32,439.19
28.64,66.54,437.97
28.37,75.6,439.25
13.44,40.69,473.0
15.24,37.87,463.09
23.14,58.95,442.27
23.43,51.43,444.09
32.22,70.8,433.07
26.62,76.2,437.81
7.93,42.28,484.75
3.63,38.44,487.87
23.41,54.42,454.68
26.44,71.64,435.61
9.07,40.67,484.5
14.96,39.31,461.97
31.01,67.83,429.46
13.9,44.0,466.24
29.83,71.43,439.34
29.85,71.58,432.26
24.98,60.32,446.46
20.37,44.58,463.2
25.56,75.6,442.2
14.84,41.23,464.85
25.69,59.54,439.06
6.87,39.85,486.26
29.65,74.9,433.32
13.41,45.0,478.96
16.69,46.18,466.03
6.04,41.14,481.37
30.8,69.14,433.62
22.35,65.61,448.41
31.54,71.06,431.87
19.78,62.1,450.43
13.78,41.16,460.44
32.09,70.4,434.64
18.44,45.38,461.99
11.42,40.43,490.02
18.18,61.87,453.1
31.9,69.4,436.04
17.66,62.1,452.03
22.85,60.29,448.58
19.19,63.31,453.16
16.09,44.71,464.95
34.33,74.34,435.76
12.86,44.77,468.43
17.82,65.48,449.21
20.6,59.15,443.76
28.36,60.23,441.08
25.19,64.44,444.35
9.61,39.04,483.86
18.78,63.09,452.86
25.64,68.14,437.63
11.92,38.25,472.5
23.79,50.16,435.49
21.09,59.8,451.98
18.76,52.9,458.26
29.0,69.68,442.79
21.75,58.79,447.58
33.12,68.31,441.13
26.92,63.73,440.35
26.42,59.39,438.54
19.77,65.06,448.26
21.22,59.15,450.96
11.48,41.2,478.34
28.15,71.25,431.28
27.59,71.97,437.33
25.18,57.5,449.01
10.36,43.67,478.27
7.74,39.96,475.23
13.99,45.0,472.55
22.76,49.21,448.73
14.97,42.28,466.62
8.73,39.42,474.44
18.46,42.18,458.67
23.84,49.21,446.54
11.0,40.23,475.9
18.76,58.79,453.44
18.23,60.95,455.53
17.81,45.0,471.0
31.25,73.5,432.25
21.32,48.14,449.09
9.14,40.6,483.57
12.68,40.69,475.37
23.46,51.19,444.82
12.75,39.58,473.46
21.43,63.94,449.02
8.9,36.24,479.03
12.59,44.34,474.11
12.75,39.58,473.46
24.54,65.46,446.26
14.67,71.14,458.8
13.45,45.87,464.88
10.02,39.66,480.05
10.59,41.46,480.83
29.23,72.99,431.0
27.98,67.17,440.68
26.92,64.69,437.62
21.97,65.61,447.05
11.73,37.92,472.51
29.09,70.98,439.34
15.6,44.68,463.82
20.68,42.04,464.14
11.36,38.25,473.55
8.68,41.82,478.61
24.99,51.43,441.45
14.1,44.84,468.22
11.73,37.92,472.04
19.69,56.65,456.18
28.94,71.64,438.96
19.15,56.53,456.4
23.32,69.13,435.27
14.7,41.39,469.6
32.72,69.75,437.99
10.27,41.44,479.3
15.72,41.76,462.19
13.34,41.79,461.12
17.45,49.64,454.67
9.26,40.11,460.72
14.48,40.89,470.44
17.36,43.96,466.36
28.32,72.58,428.06
13.83,40.2,465.53
30.86,70.32,433.71
6.13,40.64,481.13
27.52,69.68,444.83
29.01,70.32,429.23
16.14,44.71,468.88
15.34,43.5,459.77
19.94,58.96,455.55
26.3,59.07,441.94
25.99,49.82,452.09
9.14,37.36,491.97
12.63,41.48,461.09
23.88,69.94,440.63
15.52,41.93,471.97
7.1,35.77,480.36
26.24,51.43,447.91
27.29,71.32,435.25
24.78,57.19,443.62
22.43,55.97,443.74
15.81,58.59,456.91
14.62,44.84,464.51
11.22,41.66,477.53
16.6,53.16,457.26
29.09,67.07,429.93
21.17,58.16,452.02
23.63,58.98,444.43
15.32,45.01,459.31
9.2,40.03,480.38
11.23,39.72,475.04
24.44,69.84,430.3
15.09,40.89,466.47
8.21,38.91,481.32
23.39,71.25,435.68
18.77,52.08,449.62
19.68,56.65,456.89
25.78,59.15,441.71
13.33,39.39,471.23
27.01,69.75,442.57
18.67,58.46,447.16
18.4,43.69,462.05
23.09,69.71,437.7
17.34,46.48,452.06
19.15,44.34,468.8
16.03,41.23,464.67
26.54,69.48,432.56
4.81,42.85,479.8
26.8,49.3,438.56
27.81,66.51,439.48
23.0,57.76,451.39
12.85,41.14,464.86
21.12,49.15,456.92
11.55,42.34,469.13
11.34,43.67,472.77
20.94,44.89,450.71
22.16,58.82,444.76
26.08,76.86,436.85
23.75,60.29,449.57
25.28,66.25,439.77
9.3,40.56,479.87
10.17,41.17,478.04
23.77,51.43,441.54
28.62,79.74,436.12
14.92,41.16,465.72
25.37,58.33,444.46
31.61,69.04,439.19
4.71,39.42,481.28
11.97,41.04,468.81
13.56,40.03,472.59
28.77,75.23,437.93
13.77,47.83,466.07
7.95,41.26,480.6
9.46,36.66,479.06
26.29,56.85,439.86
19.4,39.53,457.17
10.18,40.81,475.13
6.79,39.37,487.3
20.51,63.09,445.86
16.77,49.39,459.38
13.07,42.18,461.71
28.9,68.12,438.53
27.5,68.24,430.9
15.2,39.0,463.88
26.51,50.05,440.22
25.5,63.91,444.26
9.34,40.77,477.36
11.61,41.17,476.81
26.45,69.13,427.5
7.26,41.22,488.75
23.19,48.6,445.52
21.11,43.43,447.83
6.02,41.38,490.57
11.39,43.72,467.8
10.39,44.85,478.05
17.05,44.88,459.63
30.32,74.22,429.36
17.94,62.1,453.55
16.29,44.34,468.8
30.39,66.54,428.89
13.56,43.67,467.09
33.59,79.05,436.51
8.44,41.17,486.15
9.66,41.82,477.67
7.64,40.02,479.43
10.48,41.38,481.41
25.34,59.39,439.8
17.78,58.95,450.89
28.69,67.25,432.21
14.86,44.71,466.38
18.87,60.07,453.27
12.23,43.69,471.62
16.68,43.14,459.83
28.85,71.32,435.13
7.93,41.01,476.37
12.85,40.0,463.74
18.15,41.23,456.32
34.15,68.51,430.19
31.0,71.77,431.07
15.47,48.98,457.55
14.44,41.2,469.85
12.15,43.71,472.59
11.72,39.18,468.98
9.68,39.61,475.02
22.39,48.14,448.58
24.16,66.05,443.75
21.44,60.32,448.84
26.43,66.48,435.59
33.11,69.75,437.19
14.8,38.73,467.54
10.03,41.62,462.73
18.51,50.9,459.11
30.9,70.8,435.27
23.32,69.23,436.18
31.11,74.87,434.3
27.24,44.89,442.84
7.54,38.56,486.76
26.81,61.47,443.66
25.59,61.08,443.91
23.47,59.22,442.13
18.41,42.44,463.2
23.74,72.43,437.55
29.45,68.84,438.41
19.65,42.23,461.16
23.79,48.06,447.59
17.72,48.14,457.44
26.91,71.64,438.73
9.75,35.76,474.31
10.39,40.22,479.14
10.3,41.46,479.65
6.28,41.06,489.79
27.3,57.19,438.65
22.67,62.52,449.34
10.03,40.96,478.79
11.18,37.5,472.02
23.73,61.02,442.22
9.55,41.44,481.75
17.49,63.94,452.71
19.13,59.21,450.81
13.92,44.47,467.29
11.2,41.38,476.87
6.65,39.33,490.41
26.38,71.73,431.66
29.13,68.3,437.25
13.01,41.49,466.5
20.66,51.19,447.14
19.62,43.56,463.33
7.6,41.04,475.32
25.35,71.98,435.72
13.03,39.35,474.02
29.56,52.84,436.46
23.07,50.05,442.97
19.12,44.85,463.71
17.48,58.95,449.26
23.49,49.3,442.76
9.24,41.4,476.9
19.54,44.57,450.54
24.67,49.5,455.31
27.22,66.48,436.06
26.12,75.6,439.68
20.57,44.78,465.69
13.8,42.99,470.93
12.43,41.62,460.61
12.71,41.39,475.13
3.98,35.47,489.64
12.98,39.64,473.54
13.33,54.3,468.1
24.58,49.02,442.47
18.85,41.1,462.4
21.67,57.76,452.56
24.62,68.31,448.58
26.11,52.36,453.76
32.09,72.86,434.78
14.26,40.92,460.38
15.99,43.5,460.7
14.65,35.4,469.61
26.09,60.29,444.71
3.38,39.64,488.92
16.7,46.18,456.2
28.37,72.86,441.37
30.12,73.18,429.31
26.41,60.93,436.71
20.94,44.89,450.71
16.88,56.89,457.0
13.98,44.58,473.01
18.65,52.08,449.55
23.56,49.16,445.36
16.55,54.3,460.59
21.04,47.43,450.27
18.76,44.71,462.18
8.13,39.99,486.19
30.71,68.24,429.41
27.52,67.9,439.01
25.75,60.95,443.73
23.05,68.67,447.34
30.38,74.16,432.84
21.87,66.86,453.62
15.47,38.73,467.96
21.91,63.76,445.04
13.32,41.7,451.93
27.06,61.41,452.85
15.7,44.21,462.19
4.88,40.27,491.29
32.35,77.95,432.72
30.57,69.71,439.38
24.47,58.05,446.93
26.57,44.57,445.49
11.23,39.72,475.04
28.0,74.22,433.94
23.97,44.57,448.17
16.6,53.16,457.26
21.36,58.95,443.93
13.46,39.85,472.5
10.05,40.46,469.06
18.18,67.71,449.24
27.78,72.43,429.62
27.28,78.92,434.78
21.24,60.84,445.71
24.54,44.89,445.11
26.2,63.56,442.4
24.58,48.98,459.79
27.96,68.51,432.07
21.75,58.79,447.58
21.47,60.77,444.02
6.65,40.69,479.35
28.16,70.4,434.01
31.1,71.32,437.54
20.38,66.54,448.93
5.63,39.22,486.83
18.75,41.1,458.31
24.54,72.24,435.08
17.06,52.9,460.82
25.69,72.43,429.99
25.56,69.13,434.48
22.61,54.42,453.86
27.24,77.17,439.12
23.04,74.99,437.65
9.26,40.11,460.72
4.95,42.07,485.67
26.88,74.78,440.84
12.8,39.16,472.47
16.12,45.87,457.41
26.81,56.57,442.94
7.53,43.65,479.15
25.96,60.32,443.44
25.26,74.33,433.49
6.45,35.77,483.12
28.92,72.43,431.5
31.88,70.36,438.42
18.68,43.69,463.02
12.85,40.92,461.05
29.47,71.32,437.14
24.49,68.61,447.57
9.0,43.13,481.09
26.68,62.91,441.04
26.04,52.84,439.36
21.97,58.79,448.8
22.72,62.4,445.22
16.76,43.67,462.44
10.05,37.14,474.16
10.61,37.5,472.9
29.25,71.94,427.49
30.85,68.94,426.1
23.59,43.77,448.42
12.04,42.34,465.36
14.68,58.2,458.51
7.82,38.91,479.15
20.25,57.76,452.66
28.51,76.09,438.28
24.43,72.43,434.71
23.33,54.2,440.11
23.95,60.37,440.9
30.17,76.86,430.3
32.23,69.13,426.9
15.61,41.2,467.81
25.77,62.96,442.83
13.87,49.83,462.46
29.08,67.79,442.78
27.22,66.49,437.24
23.2,61.02,443.23
29.16,73.17,429.06
22.01,60.84,441.9
32.92,69.05,426.61
8.82,43.56,482.71
19.94,61.87,445.97
15.33,36.71,468.36
11.58,39.69,469.6
25.63,69.89,434.47
6.29,43.65,485.8
28.87,57.19,435.57
9.88,37.83,470.44
9.3,40.56,479.87
25.89,48.41,442.12
22.5,58.79,443.35
17.29,44.06,461.38
21.4,47.93,445.2
10.7,44.77,484.94
6.93,39.81,484.98
12.52,41.44,477.18
25.28,72.39,432.52
9.75,43.69,481.34
23.43,51.43,444.09
20.97,44.63,453.26
14.37,40.56,470.19
23.82,73.67,438.42
26.18,69.14,436.0
23.0,63.78,444.62
22.59,70.32,437.39
15.4,40.69,471.66
10.22,41.74,479.01
33.12,68.31,441.13
30.2,71.85,425.21
23.04,63.86,446.22
17.2,58.49,458.5
11.31,39.61,471.92
12.54,43.69,470.04
22.91,68.63,448.01
16.58,37.64,460.48
6.67,39.37,486.84
5.74,45.87,482.0
25.61,60.32,443.96
26.85,63.56,444.39
29.07,71.64,440.51
33.63,70.4,430.05
26.08,48.6,438.61
16.32,43.5,460.07
10.61,40.77,471.26
13.16,43.71,469.06
32.23,69.13,426.9
29.35,54.2,439.47
15.3,43.67,468.14
27.5,68.24,430.9
21.17,52.3,444.5
5.42,41.38,491.38
21.89,63.94,447.74
22.28,60.27,443.44
25.03,60.27,438.24
18.26,61.27,428.67
29.43,66.75,434.6
23.86,63.77,440.58
13.86,40.83,470.37
31.15,66.25,437.55
13.83,44.45,462.6
23.33,73.18,436.33
27.55,65.59,440.53
25.51,73.56,437.07
29.45,64.96,433.04
25.92,73.77,432.0
10.84,40.27,479.22
17.5,42.44,466.78
16.71,40.55,464.13
16.64,53.82,459.01
31.46,66.54,427.76
14.24,41.4,466.88
12.74,44.03,463.96
19.58,50.12,449.44
14.09,41.66,469.93
12.64,41.49,468.78
17.4,43.14,457.59
10.48,39.58,472.61
12.29,42.18,468.75
8.14,37.49,480.66
29.05,64.84,442.58
23.18,51.3,448.86
26.59,59.92,438.22
14.7,48.6,460.63
28.52,70.72,437.72
31.18,69.04,441.26
8.46,39.42,474.42
21.94,50.32,444.89
21.82,63.9,447.29
13.08,39.82,476.96
17.2,40.55,462.55
8.88,36.66,480.2
14.64,53.82,463.18
32.92,69.05,426.61
20.19,62.26,443.58
15.93,52.75,457.92
28.75,57.55,435.33
9.08,42.49,481.46
23.21,62.44,442.47
8.48,42.49,483.5
24.63,63.9,440.23
20.35,67.71,446.42
19.72,47.03,458.59
13.08,43.14,467.06
31.02,69.51,431.15
13.87,41.74,472.12
15.82,44.2,460.2
23.97,68.67,441.53
27.58,78.05,431.95
14.45,43.71,463.6
18.58,49.25,452.94
24.78,68.94,435.93
15.48,44.99,463.92
7.51,43.02,485.38
25.67,74.78,440.48
34.63,74.33,428.54
15.21,52.75,458.84
28.28,61.47,443.12
28.23,62.26,435.76
17.79,45.01,454.4
18.14,49.78,451.44
20.14,46.33,453.35
16.09,50.59,463.64
31.62,64.05,439.09
15.33,43.13,466.86
12.0,39.35,476.64
20.89,67.71,445.39
30.1,66.25,434.99
22.82,69.94,437.32
26.82,75.08,441.14
20.78,62.52,452.3
13.03,39.35,474.02
19.82,57.85,447.36
29.42,69.14,437.75
24.26,68.14,438.79
27.24,44.89,442.84
22.33,70.79,436.74
25.95,65.61,443.88
7.55,43.65,481.61
17.11,49.78,453.22
26.93,59.54,437.58
30.26,59.22,442.98
24.2,60.77,439.13
30.83,71.58,432.11
30.04,68.08,429.52
21.71,60.77,444.59
24.51,51.95,449.73
34.15,68.51,430.19
10.03,42.18,475.74
27.45,64.34,440.0
11.87,41.58,464.77
33.82,77.17,435.58
29.35,68.31,445.86
18.32,39.53,454.44
10.68,37.92,474.03
25.99,49.82,452.09
6.91,36.08,486.37
17.18,63.09,451.37
30.16,69.34,433.54
25.76,71.06,433.75
14.52,40.35,470.8
17.8,43.72,458.92
4.61,40.27,492.85
23.24,68.31,440.78
29.2,64.84,441.9
16.23,43.69,466.22
11.06,37.92,473.16
17.59,65.48,454.51
7.26,36.08,483.58
22.74,58.41,447.85
29.19,67.51,446.97
19.46,42.04,466.24
14.69,54.3,462.63
21.89,58.05,441.76
3.92,41.31,487.35
27.46,61.86,439.72
17.1,48.98,454.43
30.2,56.9,436.17
19.45,46.33,452.82
16.0,39.16,468.49
15.09,39.52,469.8
15.86,38.62,462.58
5.9,45.87,481.27
19.23,45.01,450.77
30.97,67.9,428.26
24.33,60.32,445.36
12.31,41.06,475.76
14.08,41.93,475.15
16.81,45.87,455.96
16.66,36.71,466.07
19.64,44.6,467.53
5.3,35.19,484.42
8.47,41.03,485.1
25.88,63.47,443.94
16.54,42.86,465.26
23.33,72.99,440.04
31.58,66.54,429.73
31.0,77.95,431.62
11.95,40.69,475.4
32.41,67.83,426.85
8.35,43.52,479.31
10.05,40.71,471.68
20.06,52.84,447.47
20.77,56.85,442.85
27.9,63.13,439.76
12.88,44.71,469.12
26.08,52.3,442.44
28.65,68.27,432.73
15.78,41.16,464.85
10.18,40.81,475.13
18.32,47.83,454.11
24.32,59.14,438.08
26.31,52.09,447.04
15.95,42.24,465.35
10.91,39.61,469.42
16.72,44.78,453.39
20.11,51.19,449.03
17.36,44.63,456.98
31.09,64.05,440.62
14.04,39.64,472.31
21.03,67.45,447.11
20.23,52.05,457.57
12.52,71.14,463.22
29.67,73.67,429.28
17.72,39.99,461.7
25.68,46.21,442.98
16.74,38.01,463.61
8.42,43.14,483.49
31.84,77.95,433.28
13.73,41.92,466.29
11.84,39.28,477.51
20.86,51.3,449.67
26.96,73.68,429.48
31.4,70.32,433.42
10.94,40.81,476.32
27.39,69.14,435.22
31.09,74.22,430.3
28.53,76.86,431.64
16.13,43.48,459.47
9.79,39.69,471.61
17.72,50.9,456.4
17.32,43.7,464.5
16.77,38.01,460.16
8.07,41.01,474.09
14.64,42.77,464.27
6.82,41.03,489.64
7.61,39.37,483.74
25.93,60.29,444.04
30.99,69.82,437.46
8.42,42.28,481.91
22.07,48.41,444.01
21.75,59.8,453.17
23.19,67.07,442.45
17.27,43.52,460.08
31.33,58.9,439.54
13.41,39.35,471.85
31.05,62.7,441.67
26.32,69.71,441.25
28.82,77.24,433.69
26.68,63.73,439.69
17.32,45.0,469.38
25.67,68.3,435.89
15.84,41.04,456.21
27.76,75.33,433.03
11.98,39.35,472.43
10.74,43.67,477.32
29.59,74.78,436.77
27.0,69.4,433.83
6.93,39.81,484.98
9.68,41.06,476.67
25.34,69.48,433.81
20.78,62.52,452.3
27.29,67.32,437.26
11.87,41.58,464.77
25.46,70.32,433.08
25.94,66.49,433.38
16.7,36.99,464.7
15.22,41.67,469.93
11.64,40.22,477.52
12.12,40.0,462.1
19.47,50.9,457.08
26.92,51.43,437.35
14.85,40.8,471.78
25.13,59.44,445.59
17.76,40.55,461.8
27.51,63.73,440.81
24.72,77.54,438.52
9.55,41.44,481.75
6.64,39.04,481.53
24.31,63.86,442.69
33.73,69.88,434.83
16.37,44.0,460.14
11.45,45.01,470.4
20.8,69.45,443.77
24.03,58.46,442.03
30.69,71.98,430.33
32.33,69.68,439.79
16.96,44.9,458.1
13.79,45.08,465.69
24.98,60.32,446.46
31.04,66.54,431.66
24.2,68.67,444.09
17.8,62.26,451.62
23.66,61.86,444.27
21.73,64.63,450.36
24.56,71.94,437.97
22.28,59.92,437.85
21.43,63.94,445.29
24.27,63.87,420.26
13.09,54.3,471.0
14.5,41.76,464.23
14.74,43.99,461.82
22.34,63.73,444.39
23.36,65.18,436.39
24.44,69.84,430.3
24.66,57.43,445.41
8.94,41.38,479.95
26.08,52.3,442.44
22.78,59.92,440.87
25.91,75.6,443.2
22.29,45.01,449.08
22.49,62.96,447.48
21.39,62.96,452.68
10.16,41.79,472.75
13.99,36.71,473.2
19.13,42.18,456.04
9.21,39.72,478.96
8.74,36.3,438.63
31.19,68.3,430.48
7.69,36.24,482.46
12.27,41.17,473.84
18.68,56.65,455.79
12.99,43.8,466.95
24.92,60.95,445.44
8.73,41.26,476.42
29.38,74.9,433.74
24.75,69.45,438.28
32.43,68.31,439.75
27.57,71.32,436.61
23.0,66.05,421.57
31.95,70.8,432.79
5.62,40.62,483.13
19.73,69.51,450.99
9.0,39.18,483.26
7.78,40.8,488.54
25.41,77.54,434.09
23.32,66.48,436.26
7.11,41.74,487.85
28.98,70.8,434.08
10.61,37.5,472.9
15.69,37.87,465.41
17.28,44.92,459.26
25.09,65.46,442.99
29.07,71.64,440.51
10.98,41.54,479.08
23.48,72.99,437.1
18.34,62.1,453.01
27.03,71.14,430.41
18.34,62.1,453.01
19.98,56.53,454.89
13.92,43.41,464.76
10.84,40.62,467.6
16.47,44.89,459.69
32.42,65.74,439.01
5.71,41.31,485.83
27.99,69.89,435.79
27.92,69.23,435.62
9.99,36.71,475.85
9.87,41.82,475.58
9.57,39.82,468.02
12.04,40.1,474.28
9.74,41.01,465.8
20.92,63.86,449.09
25.08,61.02,437.31
25.32,60.37,438.5
24.05,61.87,442.16
31.49,69.13,425.74
26.06,49.02,437.9
11.28,43.41,471.42
21.49,56.9,452.46
21.75,67.45,445.1
27.71,69.13,432.54
28.02,63.9,444.42
15.6,43.71,463.34
2.34,39.42,490.34
16.98,53.16,458.93
25.65,69.23,435.25
29.79,69.34,434.74
27.78,73.56,436.5
23.59,71.73,435.67
22.7,59.92,436.7
22.4,70.94,440.04
15.8,41.2,468.55
22.49,58.82,444.11
11.37,41.5,475.94
18.41,44.89,448.88
24.92,60.95,445.44
24.9,58.49,444.19
19.4,64.63,453.84
21.84,45.09,450.88
8.3,36.3,480.58
21.33,50.32,442.44
15.26,41.2,467.98
9.76,41.01,467.6
14.5,44.47,465.15
14.37,40.56,470.19
18.18,44.63,455.57
19.15,39.72,457.45
8.19,41.66,485.2
26.33,61.41,452.79
23.35,47.01,456.3
27.61,59.54,437.85
11.02,41.44,476.68
21.55,44.05,443.48
25.26,65.61,447.34
10.52,41.48,469.8
12.06,48.04,465.63
17.04,40.12,458.1
15.54,39.31,461.06
17.94,62.1,453.55
8.53,38.18,480.86
15.55,45.09,457.36
21.92,49.02,443.31
15.6,43.71,463.34
27.5,59.54,438.81
10.22,38.18,474.07
19.79,44.9,455.59
31.24,68.3,435.2
23.28,69.51,444.17
13.83,41.23,466.2
7.79,41.16,471.82
34.43,68.51,431.39
27.09,59.15,438.9
20.57,42.8,460.43
32.13,74.34,436.3
25.47,60.75,438.42
10.45,40.71,469.22
22.8,73.17,437.98
25.63,69.89,434.47
23.75,61.5,442.35
25.42,73.17,437.06
20.67,63.56,450.7
22.02,46.93,451.92
22.21,45.01,450.6
12.93,43.13,474.88
16.57,63.31,454.78
24.5,58.66,451.03
25.23,64.63,447.28
14.12,42.86,471.86
9.47,40.81,479.96
24.48,66.25,441.07
20.86,51.3,449.67
21.04,45.09,450.92
17.79,44.9,457.72
9.36,44.03,474.68
16.05,65.46,456.94
30.24,69.88,436.37
5.25,42.85,477.78
28.68,73.77,431.66
7.11,43.13,486.11
9.36,44.03,474.68
12.93,41.39,472.57
7.78,39.18,484.65
28.33,78.92,432.67
10.1,41.17,479.95
21.47,60.77,444.02
19.75,57.32,443.63
6.25,39.04,484.14
20.41,48.06,451.26
24.25,74.93,445.44
10.06,39.61,478.35
11.16,40.96,478.3
28.64,73.4,441.32
13.69,44.85,470.78
27.58,66.48,435.34
6.91,37.49,481.88
9.53,44.03,471.23
18.02,49.78,451.41
25.45,69.59,445.61
16.34,47.45,448.59
32.17,73.21,430.64
12.93,43.13,474.88
13.09,41.62,457.29
11.37,41.5,475.94
11.12,41.54,477.69
14.17,42.86,466.2
14.54,39.39,470.23
30.67,72.86,432.76
20.63,43.77,448.25
17.36,43.96,466.36
15.65,39.59,461.94
28.07,61.47,442.59
16.49,49.39,461.54
8.9,40.77,479.18
12.36,37.73,470.39
26.89,56.85,436.44
28.31,65.71,447.26
23.0,60.27,442.0
12.79,41.62,466.91
31.35,67.32,439.81
25.31,65.48,439.72
21.94,62.52,449.87
23.23,63.31,441.5
